gsis_id,pfr_id,espn_id,display_name,position,position_group,status
HOE664464,HoeyGe20,,George Hoey,CB,DB,ACT
HOF083058,HofePa00,,Paul Hofer,RB,RB,ACT
00-0037336,HoffBr00,4241087,Brock Hoffman,C,OL,ACT
HOF332232,HoffGa20,,Gary Hoffman,OT,OL,ACT
00-0007556,HoffDa20,,Dave Hoffmann,LB,LB,ACT
00-0036319,HofrSt00,3916449,Sterling Hofrichter,P,SPEC,CUT
00-0028036,HogaBr00,14137,Brandon Hogan,CB,DB,CUT
00-0028237,HogaCh00,14402,Chris Hogan,WR,WR,CUT
00-0032784,HogaKe00,2577128,Kevin Hogan,QB,QB,CUT
00-0033604,HogaKr00,4198679,Krishawn Hogan,WR,WR,DEV
HOG024076,HogaMa20,,Marc Hogan,DB,DB,ACT
HOG035326,HogaMi00,,Mike Hogan,RB,RB,ACT
00-0007565,HogeMe00,6481,Merril Hoge,FB,RB,CUT
00-0036514,HogeTr00,3863089,Tristen Hoge,G,OL,DEV
HOG484505,HogeGa00,,Gary Hogeboom,QB,QB,ACT
HOG553720,HoggD.20,,D.D. Hoggard,DB,DB,ACT
00-0028095,HoguDo01,14149,Doug Hogue,LB,LB,ACT
HOH207645,HoheMi20,,Mike Hohensee,QB,QB,ACT
00-0019940,HokeCh20,2899,Chris Hoke,NT,DL,RES
HOK276861,HokeJo20,,Jonathan Hoke,DB,DB,ACT
00-0035807,HokiJo00,4049391,Josh Hokit,RB,RB,DEV
00-0039299,HolaGe00,4429835,George Holani,RB,RB,ACT
00-0033531,HolbCo00,3040072,Colin Holba,LS,SPEC,CUT
00-0007576,HolcKe00,1162,Kelly Holcomb,QB,QB,ACT
00-0035286,HolcCo00,3116689,Cole Holcomb,LB,LB,ACT
00-0028188,HolcCu00,14179,Curtis Holcomb,DB,DB,DEV
00-0034691,HolcRu00,3069758,Ruben Holcomb,OT,OL,DEV
00-0007579,HolcRo00,1468,Robert Holcombe,FB,RB,ACT
HOL024792,HoldMi20,,Mike Hold,QB,QB,ACT
00-0020465,HoldCu20,3458,Curtis Holden,LB,LB,CUT
HOL049584,HoldSt00,,Steve Holden,WR,WR,ACT
00-0040048,HoldTr00,4429172,Traeshon Holden,WR,WR,ACT
00-0033788,HoldWi00,2972351,Will Holden,G,OL,CUT
00-0034948,HoldAl01,3117249,Alijah Holder,SAF,DB,ACT
00-0007586,HoldWa20,1859,Warrick Holdman,LB,LB,RES
00-0007587,HoleJo20,919,John Holecek,ILB,LB,RES
00-0023222,HoliCa00,9410,Carlyle Holiday,WR,WR,RES
00-0040120,HoliJi00,4431142,Jimmy Holiday,WR,WR,ACT
HOL099168,HoliJo20,,John Holifield,RB,RB,ACT
00-0039613,HolkDa00,4373634,Dallin Holker,TE,TE,ACT
00-0007590,HollDa20,827,Darius Holland,DT,DL,CUT
00-0028571,HollDe00,14338,Devin Holland,DB,DB,RES
00-0007591,HollJa00,,Jamie Holland,WR,WR,CUT
00-0034107,HollJe01,3916928,Jeff Holland,LB,LB,DEV
00-0036998,HollJe02,4373809,Jevon Holland,SAF,DB,ACT
HOL136356,HollJo00,,John Holland,WR,WR,ACT
00-0007593,HollJo20,7142,Johnny Holland,ILB,LB,ACT
00-0025641,HollJo01,10697,Jonathan Holland,WR,WR,CUT
00-0028981,HollJo02,15186,Joe Holland,LB,LB,DEV
00-0022094,HollMo20,4560,Montrae Holland,G,OL,RES
HOL161148,HollVe20,,Vern Holland,OT,OL,ACT
00-0007601,HollDo00,6777,Donald Hollas,QB,QB,ACT
HOL185940,HollHu20,,Hugo Hollas,DB,DB,ACT
HOL198336,HollEr20,,Eric Holle,DE,DL,ACT
00-0031252,HollCa00,17448,Caleb Holley,WR,WR,RSN
00-0024609,HollJe00,10746,Jesse Holley,WR,WR,ACT
00-0034802,HollNa00,3052527,Nate Holley,DB,DB,ACT
00-0037779,HollRa00,4240164,Ralph Holley,DT,DL,CUT
00-0007608,HollCo20,7873,Corey Holliday,WR,WR,ACT
00-0007611,HollVo20,1453,Vonnie Holliday,DE,DL,ACT
00-0007609,HollMa20,,Marcus Holliday,RB,RB,CUT
00-0027606,HollTr00,13386,Trindon Holliday,WR,WR,ACT
HOL247920,HollDo20,,Doug Hollie,DE,DL,ACT
00-0007614,HollDw20,355,Dwight Hollier,MLB,LB,ACT
00-0032219,HollGe00,2970179,Gerod Holliman,FS,DB,DEV
00-0022116,HollTo00,4721,Tony Hollings,RB,RB,ACT
HOL272712,HollSh20,,Shawn Hollingsworth,OT,OL,ACT
00-0007617,HollLa20,7524,Lamont Hollinquest,LB,LB,ACT
00-0035104,HollAl00,4249496,Alexander Hollins,WR,WR,CUT
00-0035591,HollJu00,3122678,Justin Hollins,LB,LB,CUT
00-0033555,HollMa00,2991662,Mack Hollins,WR,WR,ACT
HOL285108,HollDa21,,Dave Hollis,DB,DB,ACT
00-0007622,hollimik01,886,Mike Hollis,K,SPEC,RES
00-0033386,HollCo00,3115443,Cody Hollister,WR,WR,RES
00-0033387,HollJa03,3125404,Jacob Hollister,TE,TE,DEV
00-0034990,HollKa00,3916676,Ka'dar Hollman,CB,DB,RES
00-0030102,HollDe01,15990,DeVonte Holloman,MLB,LB,RES
HOL309900,HollTo22,,Tony Holloway,LB,LB,ACT
HOL322296,HollBr00,,Brian Holloway,OT,OL,ACT
00-0007628,HollCo21,,Cornell Holloway,DB,DB,CUT
HOL347088,HollDe20,,Derek Holloway,WR,WR,ACT
HOL359484,HollGl20,,Glen Holloway,G,OL,ACT
00-0020373,HollJa01,2668,Jabari Holloway,TE,TE,ACT
HOL371880,HollJo23,,Johnny Holloway,DB,DB,ACT
HOL384276,HollRa20,,Randy Holloway,DE,DL,ACT
HOL396672,HollSt20,,Stan Holloway,OLB,LB,ACT
HOL409068,HollSt21,,Steve Holloway,TE,TE,ACT
00-0022379,HollT.20,6275,T.J. Hollowell,LB,LB,CUT
00-0023647,HollDa22,8629,Daven Holly,DB,DB,RES
HOL421464,HollBo00,,Bob Holly,QB,QB,ACT
00-0020454,HolmRa20,2728,Rashad Holman,CB,DB,ACT
00-0007637,HolmRo00,6478,Rodney Holman,TE,TE,ACT
HOL458652,HolmSc20,,Scott Holman,WR,WR,ACT
HOL471048,HolmWa20,,Walter Holman,RB,RB,ACT
00-0007640,HolmRo20,595,Rob Holmberg,LB,LB,ACT
00-0028263,HolmAn00,14403,Andre Holmes,WR,WR,RES
00-0007643,HolmBr20,,Bruce Holmes,LB,LB,CUT
00-0037095,HolmCh00,4035105,Christian Holmes,CB,DB,RES
00-0007646,HolmCl20,7338,Clayton Holmes,DB,DB,CUT
00-0007647,HolmDa00,773,Darick Holmes,RB,RB,RES
00-0036394,HolmDa01,4242973,Darnay Holmes,CB,DB,ACT
HOL520632,HolmDa20,,Darryl Holmes,DB,DB,ACT
HOL533028,HolmDo00,,Don Holmes,WR,WR,ACT
00-0007652,HolmEa20,1041,Earl Holmes,MLB,LB,RES
HOL545424,HolmEr20,,Ernie Holmes,DT,DL,ACT
00-0031884,HolmGa00,2468368,Gabe Holmes,TE,TE,DEV
00-0034264,HolmJa01,3121414,Jalyn Holmes,DT,DL,ACT
00-0007655,holmejar01,2114,Jaret Holmes,K,SPEC,ACT
HOL578184,HolmJe20,,Jerry Holmes,CB,DB,ACT
HOL582612,HolmJa00,,Jack Holmes,RB,RB,ACT
00-0007659,HolmKe20,1204,Kenny Holmes,DE,DL,RES
00-0030075,HolmKh00,15897,Khaled Holmes,C,OL,ACT
00-0029527,HolmLa00,14986,Lamar Holmes,OT,OL,CUT
00-0026539,HolmLe99,12938,Lendy Holmes,SAF,DB,ACT
00-0007660,HolmLe20,425,Lester Holmes,G,OL,ACT
00-0023163,HolmAl00,9388,Alex Holmes,TE,TE,ACT
00-0028617,HolmMi01,14264,Mike Holmes,CB,DB,ACT
HOL619800,HolmMi00,,Mike Holmes,DB,DB,ACT
00-0007661,HolmPr00,1306,Priest Holmes,RB,RB,RES
HOL632196,HolmRo01,,Robert Holmes,RB,RB,ACT
00-0007663,HolmRo21,,Ron Holmes,DE,DL,CUT
HOL656988,HolmRu20,,Rudy Holmes,DB,DB,ACT
00-0024240,HolmSa00,9611,Santonio Holmes,WR,WR,CUT
00-0029477,HolmTy00,15581,Tyler Holmes,G,OL,DEV
00-0032428,HolmTy01,2982949,Tyrone Holmes,LB,LB,DEV
00-0035725,HolmVa00,4421390,Valentine Holmes,RB,RB,CUT
HOL669384,HolmTo21,,Tom Holmoe,DB,DB,ACT
00-0007666,HoloPe00,,Pete Holohan,TE,TE,ACT
00-0033533,HolsJo01,2971036,Joshua Holsey,CB,DB,RES
00-0007667,HolsBe20,3999670,Bernard Holsey,DT,DL,ACT
00-0040101,HolsRe00,4429951,Reid Holskey,OT,OL,ACT
HOL706572,HolsMi00,,Mike Holston,WR,WR,ACT
00-0024174,HoltGl00,9978,Glenn Holt,WR,WR,ACT
HOL718968,HoltHa00,,Harry Holt,TE,TE,ACT
00-0007673,HoltIs20,,Issiac Holt,CB,DB,ACT
00-0026751,HoltJa00,12799,James Holt,LB,LB,RES
HOL743760,HoltJo20,,John Holt,DB,DB,ACT
00-0007676,HoltPi00,7152,Pierce Holt,DT,DL,ACT
HOL768552,HoltRo20,,Robert Holt,WR,WR,ACT
00-0021953,HoltTe20,4595,Terrence Holt,DB,DB,ACT
00-0007681,HoltTo00,1757,Torry Holt,WR,WR,ACT
00-0032935,HoltJo00,3056906,Johnny Holton,WR,WR,CUT
00-0032986,HoltJ.01,2970262,J.P. Holtz,TE,TE,CUT
00-0035442,HolyEl00,4035006,Elijah Holyfield,RB,RB,RES
00-0007686,HomcTh20,7459,Thomas Homco,LB,LB,RES
00-0035594,HomeTr00,4037457,Travis Homer,RB,RB,ACT
HON553722,HonsTo20,,Todd Hons,QB,QB,ACT
00-0041462,HoodCo00,4921249,Colton Hood,CB,DB,ACT
00-0037418,HoodDe00,4695653,Delonte Hood,CB,DB,DEV
00-0033975,HoodEl00,3116690,Elijah Hood,RB,RB,RES
HOO059327,HoodEs20,,Estus Hood,DB,DB,ACT
00-0027008,HoodEv99,12442,Ziggy Hood,DT,DL,ACT
00-0021503,HoodRo20,4989,Roderick Hood,CB,DB,ACT
HOO237308,HoodWi20,,Winford Hood,OT,OL,ACT
00-0030336,HooeSe00,16577,Sean Hooey,OT,OL,DEV
00-0040026,HookMa01,4431145,Maxen Hook,SAF,DB,ACT
00-0038550,HookHe00,4240858,Hendon Hooker,QB,QB,ACT
00-0035632,HookAm00,4036134,Amani Hooker,SAF,DB,ACT
HOO296635,HookFa00,,Fair Hooker,WR,WR,ACT
00-0033877,HookMa00,3121415,Malik Hooker,FS,DB,ACT
HOO355962,HookAl20,,Alvin Hooks,WR,WR,ACT
HOO415289,HookJi00,,Jim Hooks,RB,RB,ACT
00-0031832,HookLa00,3042645,Lavon Hooks,DE,DL,RES
HOO474616,HookRo00,,Roland Hooks,RB,RB,ACT
00-0027732,HoomMi00,13387,Michael Hoomanawanui,TE,TE,RES
00-0032392,HoopAu00,3043275,Austin Hooper,TE,TE,ACT
HOO593270,HoopTr20,,Trell Hooper,DB,DB,ACT
00-0038529,HoopWi00,4371344,William Hooper,CB,DB,DEV
HOO652597,HoopMi20,,Mitch Hoopes,P,SPEC,ACT
00-0019100,HoovBr00,2456,Brad Hoover,FB,RB,ACT
00-0007714,HoovHo20,7102,Houston Hoover,G,OL,RES
HOO771251,HoovMe00,,Melvin Hoover,WR,WR,ACT
00-0030845,HoovTy00,17067,Tyler Hoover,DE,DL,DEV
00-0007716,HopeCh20,,Charles Hope,G,OL,ACT
00-0021219,HopeCh21,3622,Chris Hope,S,DB,ACT
HOP069215,HopeNe20,,Neil Hope,LB,LB,ACT
00-0007719,HopkBr00,499,Brad Hopkins,OT,OL,ACT
00-0036424,HopkBr01,3918003,Brycen Hopkins,TE,TE,ACT
00-0028751,HopkCh00,14770,Chris Hopkins,TE,TE,DEV
00-0030564,HopkDe00,15795,DeAndre Hopkins,WR,WR,ACT
00-0030098,HopkDu00,15965,Dustin Hopkins,K,SPEC,ACT
00-0020002,HopkTa20,3999671,Tam Hopkins,OT,OL,ACT
HOP415290,HopkTh20,,Thomas Hopkins,OT,OL,ACT
00-0030781,HopkTr01,17172,Trey Hopkins,C,OL,ACT
00-0007732,HopkWe00,6836,Wes Hopkins,S,DB,ACT
HOP622935,HoppDa20,,Darrel Hopper,DB,DB,ACT
00-0039812,HoppTy00,4567406,Ty'Ron Hopper,LB,LB,ACT
HOP692150,HoppDo20,,Doug Hoppock,OT,OL,ACT
00-0007735,HopsTy20,,Tyrone Hopson,G,OL,RES
00-0007737,HoraMi20,140,Mike Horan,P,SPEC,ACT
HOR088989,HornAl20,,Alvin Horn,DB,DB,ACT
00-0021424,HornCh00,4816,Chris Horn,WR,WR,ACT
HOR118652,HornDo00,,Don Horn,QB,QB,ACT
00-0036944,HornJa00,4362847,Jaycee Horn,CB,DB,ACT
00-0040218,HornJi00,4708486,Jimmy Horn Jr.,WR,WR,ACT
00-0007744,HornJo00,1042,Joe Horn,WR,WR,ACT
00-0027364,HornLe00,13505,Levi Horn,OT,OL,ACT
HOR148315,HornMa20,,Marty Horn,QB,QB,ACT
HOR207641,HornBo20,,Bob Horn,LB,LB,ACT
HOR237304,HornRo20,,Rod Horn,NT,DL,ACT
00-0028848,HornTy00,15135,Tyler Horn,C,OL,DEV
00-0007749,HornTo00,1681,Tony Horne,WR,WR,ACT
HOR296630,HornGr20,,Greg Horne,P,SPEC,ACT
00-0027308,HornJe00,13506,Jeremy Horne,WR,WR,ACT
00-0037585,HornTi00,4045701,Timmy Horne,DT,DL,ACT
HOR444945,HornRo21,,Ron Hornsby,MLB,LB,ACT
00-0040517,HorsCa00,4431147,Cam Horsley,DT,DL,ACT
00-0035562,HorsJe00,3940587,Jesper Horsted,TE,TE,RES
00-0026389,HortCh99,11483,Chris Horton,S,DB,RES
00-0039009,HortDy00,4374066,Dylan Horton,DE,DL,ACT
00-0007753,HortEt00,6584,Ethan Horton,TE,TE,ACT
HOR593260,HortGr20,,Greg Horton,G,OL,ACT
00-0022199,HortJa20,5802,Jason Horton,DB,DB,CUT
00-0035952,HortMi00,3916943,Mike Horton,G,OL,DEV
00-0007758,HortRa20,,Ray Horton,FS,DB,ACT
00-0040648,HortTo00,4597703,Tory Horton,WR,WR,ACT
00-0030251,HortWe00,16431,Wes Horton,DE,DL,ACT
00-0040387,HortZa00,4877824,Zach Horton,TE,TE,DEV
00-0037331,HorvZa00,4260406,Zander Horvath,RB,RB,CUT
00-0007762,HoskDe20,7305,Derrick Hoskins,DB,DB,ACT
00-0030865,HoskHa00,17173,Gator Hoskins,TE,TE,CUT
00-0036576,HoskPh00,4259989,Phil Hoskins,DT,DL,CUT
HOS207645,HoskBo20,,Bob Hoskins,DT,DL,ACT
00-0029267,HoslJa00,14983,Jayron Hosley,CB,DB,ACT
00-0007765,HostJe00,6493,Jeff Hostetler,QB,QB,RES
HOU103822,HougJi20,,Jim Hough,G,OL,ACT
00-0021307,HougMi20,,Mike Houghton,G,OL,ACT
00-0028069,HousDa00,14157,Davon House,DB,DB,RES
00-0020732,HousKe20,4365,Kevin House,DB,DB,RES
HOU259555,HousKe00,,Kevin House,WR,WR,ACT
00-0034475,HousWi00,4294246,Will House,G,OL,DEV
00-0019503,HousKe01,2359,Kevin Houser,FB,RB,ACT
00-0020438,HousTJ00,2753,T.J. Houshmandzadeh,WR,WR,ACT
00-0028007,HousRo01,14009,Rob Housler,TE,TE,ACT
HOU363377,HousWa20,,Walt Housman,OT,OL,ACT
00-0007776,HousBo20,6944,Bobby Houston,LB,LB,ACT
00-0023615,HousCe00,8596,Cedric Houston,RB,RB,ACT
00-0025428,HousCh99,10485,Chris Houston,CB,DB,ACT
00-0037570,HousDe01,4572786,Dennis Houston,WR,WR,ACT
00-0027657,HousLa99,13277,Lamarr Houston,LB,LB,ACT
00-0037310,HousJa01,4240608,James Houston,LB,LB,ACT
00-0036116,HousJa00,3928926,Jameson Houston,CB,DB,DEV
00-0028008,HousJu00,14048,Justin Houston,OLB,LB,ACT
HOU519110,HousKe02,,Ken Houston,S,DB,ACT
00-0030685,HousSt00,17174,Stephen Houston,RB,RB,DEV
HOU778665,HousBi00,,Bill Houston,WR,WR,ACT
00-0032790,HousDe00,2566034,DeAndre Houston-Carson,DB,DB,ACT
00-0019696,HovaCh20,2156,Chris Hovan,DT,DL,RES
HOV276861,HoveDo20,,Don Hover,MLB,LB,ACT
00-0034476,HowaA.00,3123667,A.J. Howard,DB,DB,DEV
HOW041528,HowaAn20,,Anthony Howard,NT,DL,ACT
00-0027297,HowaAu20,13585,Austin Howard,OT,OL,RES
HOW456808,HowaBi20,,Billy Howard,DE,DL,ACT
00-0007788,HowaBo21,2545,Bobbie Howard,OLB,LB,CUT
HOW062292,HowaBo00,,Bobby Howard,RB,RB,ACT
00-0022306,HowaBr20,6139,Brian Howard,DT,DL,ACT
HOW083056,HowaBr21,,Bryan Howard,SAF,DB,ACT
HOW103820,HowaCa20,,Carl Howard,DB,DB,ACT
00-0007795,HowaCh00,1544,Chris Howard,RB,RB,CUT
00-0027542,HowaCo20,13839,Cord Howard,OT,OL,RES
00-0007796,HowaDa20,7818,Dana Howard,LB,LB,ACT
00-0019605,HowaDa21,2164,Darren Howard,DE,DL,ACT
00-0007797,HowaDa22,,David Howard,OLB,LB,ACT
00-0007798,HowaDe00,285,Desmond Howard,WR,WR,RES
00-0007801,HowaEd20,3795,Eddie Howard,P,SPEC,CUT
00-0007802,HowaEr00,7179,Erik Howard,DT,DL,RES
HOW186876,HowaHa20,,Harry Howard,SAF,DB,ACT
HOW207640,HowaTo21,,Tom Howard,OLB,LB,ACT
00-0029277,HowaJa00,15005,Jaye Howard,DE,DL,RES
00-0033261,HowaBu00,3039720,Bug Howard,WR,WR,DEV
00-0032780,HowaJo00,3060022,Jordan Howard,RB,RB,CUT
HOW249168,HowaJo20,,Joey Howard,OT,OL,ACT
00-0026301,HowaMa99,11395,Marcus Howard,LB,LB,RES
00-0033879,HowaO.00,3043080,O.J. Howard,TE,TE,ACT
HOW311460,HowaPa20,,Paul Howard,G,OL,ACT
HOW332224,HowaPe20,,Percy Howard,WR,WR,ACT
00-0019101,HowaRe21,2454,Reggie Howard,DB,DB,NWT
HOW373752,HowaBo20,,Bob Howard,CB,DB,ACT
HOW394516,HowaRo00,,Ron Howard,TE,TE,ACT
00-0024253,HowaTh20,9624,Thomas Howard,LB,LB,CUT
00-0032987,HowaTr02,2969958,Tracy Howard,CB,DB,DEV
00-0034812,HowaTr00,3116424,Travin Howard,LB,LB,ACT
00-0030234,HowaTr01,16490,Travis Howard,CB,DB,RES
00-0007815,HowaTy20,1234,Ty Howard,DB,DB,CUT
00-0035234,HowaTy00,3131498,Tytus Howard,OT,OL,ACT
HOW436044,HowaTo20,,Todd Howard,LB,LB,ACT
00-0040203,HowaWi01,4429955,Will Howard,QB,QB,ACT
HOW477572,HowaWi00,,William Howard,RB,RB,ACT
00-0020502,HowaWi20,2605,Willie Howard,DT,DL,RES
00-0033050,HowaXa00,2978935,Xavien Howard,CB,DB,CUT
00-0038588,HowdJo00,4360949,Jordan Howden,SAF,DB,ACT
HOW498336,HoweGl20,,Glen Howe,OT,OL,ACT
00-0007819,HoweGa20,7367,Garry Howe,NT,DL,CUT
00-0041546,HoweCa00,4710752,Cashius Howell,DE,DL,ACT
00-0028895,HoweDe00,15229,Delano Howell,FS,DB,RES
HOW539864,HoweDe20,,Delles Howell,DB,DB,ACT
00-0034449,HoweGr00,3122716,Buddy Howell,RB,RB,ACT
00-0020482,HoweJo21,2666,John Howell,DB,DB,CUT
00-0027327,HoweNi00,13688,Nick Howell,OT,OL,DEV
HOW685212,HowePa20,,Pat Howell,G,OL,ACT
00-0037077,HoweSa00,4426875,Sam Howell,QB,QB,ACT
HOW705976,HoweSt00,,Steve Howell,FB,RB,ACT
00-0037598,HoweHa00,4243776,Hayden Howerton,G,OL,DEV
00-0007829,howfiian01,,Ian Howfield,K,SPEC,CUT
HOW768268,HowfBo20,,Bobby Howfield,K,SPEC,ACT
00-0037631,HowlJJ00,4248470,J.J. Howland,TE,TE,CUT
00-0022032,HowrKe00,4679,Keenan Howry,WR,WR,CUT
00-0031861,HowsJu00,3124451,Julian Howsare,FB,RB,CUT
00-0007831,HoyeSt20,,Steve Hoyem,OT,OL,ACT
00-0026625,HoyeBr00,12477,Brian Hoyer,QB,QB,ACT
00-0035518,HoyeBr01,3115492,Braxton Hoyett,DT,DL,DEV
00-0007832,HoyiBo00,977,Bobby Hoying,QB,QB,RES
00-0023891,HoytOl20,9984,Oliver Hoyte,FB,RB,ACT
HRI415291,HrivGa20,,Gary Hrivnak,DE,DL,ACT
00-0007834,HuarBr00,1830,Brock Huard,QB,QB,RES
00-0007835,HuarDa00,1398,Damon Huard,QB,QB,RES
HUB092287,HubaMi20,,Mike Hubach,P,SPEC,ACT
00-0030754,HubbAd00,17175,Adrian Hubbard,OLB,LB,DEV
00-0040972,HubbAi00,4603089,Aidan Hubbard,LB,LB,ACT
00-0029963,HubbCh00,16076,Chris Hubbard,OT,OL,DEV
00-0036555,HubbCh01,4241416,Chuba Hubbard,RB,RB,ACT
HUB184574,HubbDa20,,Dave Hubbard,OT,OL,ACT
00-0035839,HubbJo00,3929752,Jonathan Hubbard,OL,OL,CUT
HUB276861,HubbMa00,,Marv Hubbard,RB,RB,ACT
00-0026331,HubbPa00,11425,Paul Hubbard,WR,WR,ACT
00-0034834,HubbSa00,3121416,Sam Hubbard,DE,DL,ACT
00-0040500,HubeJo00,4690210,Joe Huber,G,OL,ACT
00-0027103,HubeKe20,12669,Kevin Huber,P,SPEC,DEV
00-0032815,HubeCh00,2986501,Chris Hubert,WR,WR,DEV
00-0036861,HubeWy00,4241344,Wyatt Hubert,DE,DL,RSN
HUC415291,HuckHa00,,Harlan Huckleby,RB,RB,ACT
HUD051911,HuddJi20,,Jim Huddleston,G,OL,ACT
HUD103822,HuddJo20,,John Huddleston,LB,LB,ACT
HUD237805,HudsDo20,,Doug Hudson,QB,QB,ACT
00-0039446,HudsBr00,4426489,Bryan Hudson,C,OL,ACT
00-0007849,HudsCh20,784,Chris Hudson,DB,DB,ACT
HUD363377,HudsGo00,,Gordon Hudson,TE,TE,ACT
00-0036866,HudsJa00,4258181,James Hudson,OT,OL,ACT
00-0007857,HudsJo20,162,John Hudson,G,OL,ACT
00-0036343,HudsKh00,4046525,Khaleke Hudson,LB,LB,ACT
00-0024406,HudsMa20,9778,Marcus Hudson,SAF,DB,ACT
HUD467199,HudsMi20,,Mike Hudson,DB,DB,ACT
HUD519110,HudsNa20,,Nat Hudson,G,OL,ACT
00-0027751,HudsOt20,13389,Otis Hudson,G,OL,DEV
00-0027993,HudsRo00,14013,Rodney Hudson,C,OL,RES
00-0034613,HudsTa00,3050481,Tanner Hudson,TE,TE,ACT
00-0036173,HudsTo00,3675550,Tommy Hudson,TE,TE,DEV
00-0007863,huertcar01,8026,Carlos Huerta,K,SPEC,ACT
00-0033195,HuesJa00,2567767,Jacob Huesman,RB,RB,DEV
00-0028439,HueyMi00,14265,Michael Huey,G,OL,DEV
00-0036564,HufaTa00,4360853,Talanoa Hufanga,SAF,DB,ACT
HUF051911,HuffAl20,,Alan Huff,DE,DL,ACT
00-0036151,HuffBr00,4039375,Bryce Huff,DE,DL,ACT
HUF103822,HuffCh20,,Charles Huff,DB,DB,ACT
HUF155733,HuffGa00,,Gary Huff,QB,QB,ACT
00-0030990,HuffJo00,16779,Josh Huff,WR,WR,ACT
HUF207644,HuffKe20,,Ken Huff,G,OL,ACT
00-0031059,HuffMa00,16904,Marqueston Huff,DB,DB,RES
00-0024222,HuffMi20,9593,Michael Huff,FS,DB,ACT
00-0020360,HuffOr20,2653,Orlando Huff,OLB,LB,ACT
00-0007873,HuffDa20,,Darvell Huffman,WR,WR,ACT
HUF415288,HuffDa21,,Dave Huffman,C,OL,ACT
HUF622932,HuffTi20,,Tim Huffman,OT,OL,ACT
HUF778665,HufnJo00,,John Hufnagel,QB,QB,ACT
00-0035455,HuggAl01,3728248,Albert Huggins,DT,DL,ACT
00-0024132,HuggFe00,,Felton Huggins,WR,WR,CUT
00-0018976,HuggJo00,2811,J.J. Huggins,TE,TE,ACT
00-0026819,HuggKa00,13059,Kareem Huggins,RB,RB,CUT
00-0026914,HughBr99,12670,Brandon Hughes,DB,DB,CUT
HUG226518,HughVa20,,Van Hughes,DT,DL,ACT
HUG264271,HughDa01,,David Hughes,RB,RB,ACT
00-0025482,HughDa99,10539,Dante Hughes,DB,DB,ACT
HUG415283,HughEr20,,Ernie Hughes,C,OL,ACT
HUG528542,HughRa20,,Randy Hughes,DB,DB,ACT
00-0027881,HughJe99,13245,Jerry Hughes,DE,DL,ACT
00-0029266,HughJo00,14954,John Hughes,DT,DL,RES
00-0036077,HughJu00,4040901,JuJu Hughes,S,DB,DEV
00-0028391,HughKe00,14550,Kevin Hughes,OT,OL,RES
00-0034843,HughMi00,3895841,Mike Hughes,CB,DB,ACT
00-0030082,HughMo00,15995,Montori Hughes,DT,DL,CUT
00-0026100,HughNa00,11798,Nate Hughes,WR,WR,CUT
00-0007883,HughDa00,7444,Danan Hughes,WR,WR,ACT
00-0028345,HughRo00,14266,Robert Hughes,RB,RB,DEV
00-0041127,HughPa00,4880861,Parker Hughes,LB,LB,ACT
00-0007896,HughTy00,7513,Tyrone Hughes,DB,DB,ACT
HUG679554,HughPa20,,Pat Hughes,OLB,LB,ACT
00-0029008,HughCh01,15379,Charley Hughlett,LS,SPEC,DEV
00-0032622,HuguFa00,2576703,Farrington Huguenin,LB,LB,DEV
00-0038397,HullEv00,4569609,Evan Hull,RB,RB,ACT
00-0007901,HullKe00,7011,Kent Hull,C,OL,ACT
00-0027845,HullJo99,13390,Josh Hull,LB,LB,ACT
00-0031719,HullMi01,2515545,Mike Hull,LB,LB,PUP
HUL207644,HullMi00,,Mike Hull,RB,RB,ACT
HUL311466,HullTo20,,Tom Hull,LB,LB,ACT
00-0007903,HulsCo20,2861,Corey Hulsey,G,OL,ACT
HUL726379,HultDo20,,Don Hultz,DE,DL,ACT
00-0026672,HumbRa00,12988,Ramon Humber,LB,LB,ACT
HUM124587,HumiMi20,,Mike Humiston,LB,LB,ACT
HUM166116,HummDa00,,David Humm,QB,QB,ACT
00-0037633,HummJa00,4241250,Jacob Hummel,LB,LB,ACT
00-0026328,HumpMi99,,Mike Humpal,OLB,LB,RES
HUM373761,HumpBo20,,Bobby Humphery,CB,DB,ACT
00-0007909,HumpBo00,12159,Bobby Humphrey,RB,RB,CUT
HUM456819,HumpCl00,,Claude Humphrey,DE,DL,ACT
00-0036623,HumpCr00,4241385,Creed Humphrey,C,OL,ACT
00-0007911,HumpDe20,2455,Deon Humphrey,LB,LB,RES
HUM498348,HumpDo20,,Donnie Humphrey,NT,DL,ACT
00-0035406,HumpLi01,4039057,Lil'Jordan Humphrey,WR,WR,ACT
00-0033281,HumpMa00,3126356,Marlon Humphrey,CB,DB,ACT
00-0034308,HumpMy00,3957496,Myles Humphrey,LB,LB,RES
00-0007915,HumpRo00,7704,Ronald Humphrey,RB,RB,ACT
00-0023210,HumpTo00,9450,Tory Humphrey,TE,TE,ACT
00-0032009,HumpAd00,2576491,Adam Humphries,WR,WR,ACT
00-0032222,HumpD.00,2971048,D.J. Humphries,OT,OL,ACT
00-0007920,HumpLe20,7705,Leonard Humphries,CB,DB,ACT
HUM789051,HumpSt20,,Stefan Humphries,G,OL,ACT
00-0007921,HumpSt00,6623,Stan Humphries,QB,QB,RES
00-0031589,HundBr00,2577189,Brett Hundley,QB,QB,DEV
00-0007924,HundJa00,1114,James Hundon,WR,WR,ACT
