season,week,game_id,kickoff_utc,team,opponent,venue,team_spread,closing_total,implied_team_total,team_total_margin,team_points,team_sack_rate,team_sacks,pass_plays,team_pass_epa_db,team_pass_epa,team_pass_success_rate,team_explosive_pass_rate,actual_hits_allowed,historical_pass_rush_edge_z,offense_prior_games,defense_prior_games,protection_z,pass_rush_z,protection_percentile,pass_rush_percentile,protection_quintile,rush_quintile,protection_quintile_label,rush_quintile_label,risk_group,component_interaction,additive_matchup_z,protection_raw_prior4,protection_raw_prior8,protection_raw_prior16,protection_raw_season_to_date,protection_raw_ewma,pass_rush_raw_prior4,pass_rush_raw_prior8,pass_rush_raw_prior16,pass_rush_raw_season_to_date,pass_rush_raw_ewma
2022,1,2022_01_NE_MIA,2022-09-11T17:00:00.000Z,mia,ne,home,-3,47,25,-5,20,0.0833333333333,3,36,0.162675867456,5.85633122843,0.5,0.0909090909091,7,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_NE_MIA,2022-09-11T17:00:00.000Z,ne,mia,away,3,47,22,-15,7,0.0571428571429,2,35,-0.210713474383,-7.37497160339,0.485714285714,0.0666666666667,3,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_NO_ATL,2022-09-11T17:00:00.000Z,atl,no,home,6,43.5,18.75,7.25,26,0,0,39,0.0459382038664,1.79158995079,0.564102564103,0.0606060606061,1,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_NO_ATL,2022-09-11T17:00:00.000Z,no,atl,away,-6,43.5,24.75,2.25,27,0.102564102564,4,39,-0.0211407737905,-0.824490177829,0.487179487179,0.176470588235,8,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_PHI_DET,2022-09-11T17:00:00.000Z,det,phi,home,6,49,21.5,13.5,35,0.0243902439024,1,41,0.0368104399851,1.50922803939,0.390243902439,0.108108108108,6,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_PHI_DET,2022-09-11T17:00:00.000Z,phi,det,away,-6,49,27.5,10.5,38,0.0217391304348,1,46,0.291789240739,13.422305074,0.5,0.09375,5,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_PIT_CIN,2022-09-11T17:00:00.000Z,cin,pit,home,-7.5,44.5,26,-6,20,0.1,7,70,-0.152447959864,-10.6713571905,0.485714285714,0.0754716981132,11,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_PIT_CIN,2022-09-11T17:00:00.000Z,pit,cin,away,7.5,44.5,18.5,4.5,23,0.0238095238095,1,42,-0.086373700551,-3.62769542314,0.380952380952,0.105263157895,5,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_SF_CHI,2022-09-11T17:00:00.000Z,chi,sf,home,6.5,38,15.75,3.25,19,0.0833333333333,2,24,0.102342261433,2.4562142744,0.375,0.117647058824,3,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_SF_CHI,2022-09-11T17:00:00.000Z,sf,chi,away,-6.5,38,22.25,-12.25,10,0.0555555555556,2,36,-0.304816247521,-10.9733849107,0.333333333333,0.107142857143,4,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_GB_MIN,2022-09-11T20:25:00.000Z,gb,min,away,2.5,47,22.25,-15.25,7,0.0952380952381,4,42,-0.284475679322,-11.9479785315,0.428571428571,0.102564102564,5,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_GB_MIN,2022-09-11T20:25:00.000Z,min,gb,home,-2.5,47,24.75,-1.75,23,0.0294117647059,1,34,0.21746152717,7.39369192377,0.441176470588,0.1875,8,,0,0,,,,,,,,,other,,,,,,,,,,,,
2022,1,2022_01_KC_ARI,2022-09-11T20:25:00.000Z,ari,kc,home,6,54,24,-3,21,0.0681818181818,3,44,0.0240930331162,1.06009345711,0.409090909091,0.0789473684211,6,,0,0,,,,,,,,,other,,,,,,,,,,,,
