window,group,dimension,n,games,small_n_lt_25,mean_team_sack_rate,median_team_sack_rate,mean_team_sacks,median_team_sacks,mean_team_pass_epa_db,median_team_pass_epa_db,mean_team_pass_success_rate,median_team_pass_success_rate,mean_team_explosive_pass_rate,median_team_explosive_pass_rate,mean_team_points,median_team_points,mean_team_total_margin,median_team_total_margin
2022,average,protection,77,69,False,0.0545890503701,0.0487804878049,2.03896103896,2,0.0827871738876,0.107817984533,0.464222306036,0.447368421053,0.0951442831834,0.0909090909091,24.3116883117,24,1.88636363636,0.25
2022,poor,protection,89,81,False,0.0716424896765,0.0681818181818,2.76404494382,3,0.00592438202427,0.00150913840939,0.446075525434,0.4375,0.0844688390929,0.0714285714286,20.5280898876,20,-0.275280898876,-0.5
2022,very poor,protection,80,71,False,0.0784168408439,0.0790020790021,2.9,3,-0.0424300381416,-0.0490453668641,0.447985673296,0.447368421053,0.0791207347062,0.0754985754986,19.9125,17,-0.140625,-2.375
2022,very poor rush,pass_rush,79,71,False,0.0583614094323,0.06,2.07594936709,2,0.0694640702159,0.0731550042606,0.477320553944,0.46511627907,0.0910638199769,0.093023255814,23.6329113924,24,1.21835443038,0.5
2022,poor,pass_rush,93,80,False,0.0588317583482,0.0555555555556,2.22580645161,2,0.0419239616212,0.0514350984124,0.462431427421,0.459459459459,0.0922287764076,0.0909090909091,22.1935483871,23,-0.365591397849,-0.5
2022,average,pass_rush,80,71,False,0.069252770618,0.0653409090909,2.725,2,0.0352066504284,0.0433607263737,0.454783407104,0.461538461538,0.0859129982373,0.0833333333333,20.6,20,-1.08125,-1.75
2022,good,pass_rush,89,82,False,0.0599087087991,0.0512820512821,2.37078651685,2,0.0435002809556,0.0582557877162,0.454304484627,0.45,0.0875170142007,0.0769230769231,23.1797752809,23,1.44662921348,0
2022,elite rush,pass_rush,73,68,False,0.0718204623754,0.0681818181818,2.72602739726,2,-0.0247892769797,-0.0330317125345,0.440066559507,0.433333333333,0.0788134717702,0.0689655172414,19.3287671233,20,-1.55479452055,-1.5
2023,all,all,544,272,False,0.0648596910742,0.0594117647059,2.59191176471,2,0.0303607791891,0.037189792248,0.454313796355,0.459729729729,0.0921657281562,0.0833333333333,21.7683823529,21,0.294117647059,-0.5
2023,elite protection,protection,101,92,False,0.0552063486567,0.051724137931,2.17821782178,2,0.0665591826653,0.0555645065758,0.462288128107,0.470588235294,0.087504410913,0.0810810810811,23.7821782178,23,0.0792079207921,-1
2023,good,protection,117,111,False,0.0551283404951,0.0512820512821,2.20512820513,2,0.0809965936578,0.0708700030193,0.476025236256,0.474576271186,0.100471908513,0.1,23.0512820513,22,1.08333333333,0.25
2023,average,protection,100,95,False,0.0607706900221,0.0548048048049,2.38,2,0.078517686296,0.083479668413,0.475028222438,0.479377104377,0.0980505239976,0.0895721925133,22.84,21,1.1725,-0.375
2023,poor,protection,126,112,False,0.0652057000164,0.0606060606061,2.64285714286,2,-0.000218612132732,0.00400295253262,0.439445760636,0.446808510638,0.0877099473206,0.0790020790021,20.6428571429,20,-0.244047619048,-0.625
2023,very poor,protection,100,92,False,0.0896482768784,0.084219858156,3.61,3.5,-0.0750703852917,-0.0472778703854,0.418876635527,0.421212121212,0.0868849155661,0.0779352226721,18.58,19,-0.6125,-2.375
2023,very poor rush,pass_rush,103,94,False,0.0594724535328,0.0540540540541,2.33980582524,2,0.0720623187521,0.0716885330338,0.469347376136,0.470588235294,0.0868493519652,0.0810810810811,23.0097087379,24,0.45145631068,0
2023,poor,pass_rush,116,108,False,0.0629470598537,0.0519568151147,2.45689655172,2,0.0517124366006,0.0318560339373,0.464064683768,0.468052738337,0.0973645176944,0.093386627907,21.8275862069,21,-0.0948275862069,-0.375
2023,average,pass_rush,106,99,False,0.0615781865275,0.063164893617,2.48113207547,2,0.0416106579478,0.0397553906688,0.452396106769,0.447088465845,0.0939859244573,0.0923295454545,22.0188679245,20.5,0.525943396226,-0.5
2023,good,pass_rush,115,109,False,0.0711204368356,0.0666666666667,2.93043478261,3,-0.0222457639127,-0.0078430874851,0.447821820337,0.451612903226,0.0903065521299,0.0769230769231,20.3130434783,20,-0.317391304348,-1
2023,elite rush,pass_rush,104,94,False,0.0687501180717,0.0625610948192,2.73076923077,3,0.0119493798962,0.0360861813868,0.437681975981,0.431733457596,0.0918329550442,0.0779352226721,21.8269230769,20.5,1.01201923077,-0.625
2024,all,all,544,272,False,0.0612870739788,0.0555555555556,2.41544117647,2,0.0836314314985,0.0827770779094,0.465970717483,0.466666666667,0.0921965645214,0.0833333333333,22.9117647059,23,0.738051470588,0.5
2024,elite protection,protection,101,93,False,0.0503249350084,0.0444444444444,1.91089108911,1,0.173955031366,0.154104438958,0.487542118284,0.481481481481,0.101738129193,0.09375,25.5148514851,24,2.2202970297,2
2024,good,protection,119,103,False,0.0583243814794,0.05,2.24369747899,2,0.0974312533333,0.127209042819,0.465959724815,0.479166666667,0.0945148410629,0.0869565217391,23.6638655462,24,0.878151260504,1.5
2024,average,protection,109,100,False,0.061660641531,0.0615384615385,2.52293577982,2,0.0831353816142,0.0910954551692,0.462654473135,0.483870967742,0.0920225819088,0.0833333333333,22.5871559633,22,0.227064220183,0.25
2024,poor,protection,107,97,False,0.0635764373095,0.0645161290323,2.55140186916,2,0.0451978635464,0.0533762531838,0.463877495386,0.457142857143,0.0876725110184,0.08,21.8411214953,21,0.0280373831776,0.25
2024,very poor,protection,108,95,False,0.0721579601259,0.0625,2.83333333333,3,0.0225351243066,0.0192606394736,0.451230366047,0.445626477541,0.0853767949779,0.0789473684211,21.037037037,19,0.416666666667,-1
2024,very poor rush,pass_rush,100,90,False,0.0620690613786,0.0553571428572,2.44,2,0.107123686384,0.0962019823942,0.470113260073,0.474937343358,0.0894691779852,0.08,23.57,22.5,0.535,0.25
2024,poor,pass_rush,114,105,False,0.0616628652083,0.0580808080809,2.44736842105,2,0.0539996189211,0.0664472195859,0.458943556006,0.464700996678,0.0950301198997,0.0863354037267,22.6403508772,23,0.355263157895,1
2024,average,pass_rush,108,96,False,0.0594058139873,0.0555555555556,2.41666666667,2,0.130226553714,0.0982843383209,0.48579865149,0.48900047824,0.0888396088496,0.0784615384616,23.962962963,23,1.6087962963,1.25
2024,good,pass_rush,117,108,False,0.0650362983116,0.0606060606061,2.54700854701,2,0.050441506612,0.0827392958972,0.452429160767,0.447368421053,0.0888760954378,0.0833333333333,21.2136752137,21,-0.450854700855,-1
2024,elite rush,pass_rush,105,95,False,0.0578916253314,0.05,2.20952380952,2,0.0824861853816,0.0579958603288,0.464349645219,0.461538461538,0.0988704639103,0.0882352941176,23.3904761905,23,1.77619047619,2.25
2025,all,all,544,272,False,0.0620835472779,0.0555555555556,2.36580882353,2,0.0717854554245,0.0847938099729,0.465360458187,0.46511627907,0.0911947319135,0.0854103343465,23.0128676471,23,0.575367647059,0.5
2025,elite protection,protection,104,101,False,0.050032668767,0.0434782608696,1.90384615385,2,0.107339162375,0.115035396901,0.470240076408,0.460769230769,0.0901753345262,0.08,24.3365384615,24,0.435096153846,0.625
2025,good,protection,127,118,False,0.0534081418002,0.046511627907,2.05511811024,2,0.123421328976,0.134684083513,0.48306500316,0.479166666667,0.0976246916399,0.0909090909091,24.1732283465,24,1.41535433071,2
2025,average,protection,94,88,False,0.060508008652,0.0560796645703,2.35106382979,2,0.138858072716,0.107582145435,0.486176583989,0.4754784689,0.100351086132,0.0960061443933,25.2446808511,24.5,1.59042553191,1.125
2025,poor,protection,116,102,False,0.0657619181675,0.0574175824176,2.51724137931,2,0.0187701348666,0.0488957502209,0.449811762453,0.451996927803,0.0835630506539,0.0740740740741,20.8448275862,20,-0.491379310345,-0.75
2025,very poor,protection,103,92,False,0.0822435226995,0.0769230769231,3.05825242718,3,-0.0292862951043,-0.0532304478785,0.437117500647,0.439024390244,0.084534442327,0.08,20.6504854369,20,-0.0436893203883,0.5
2025,very poor rush,pass_rush,102,94,False,0.050329320663,0.0434782608696,1.95098039216,2,0.152135015361,0.149991201572,0.489127751028,0.477083333333,0.0952395815385,0.0869565217391,24.7352941176,24,1.03921568627,0.875
2025,poor,pass_rush,124,112,False,0.0624333060298,0.0563492063493,2.25,2,0.0449899679699,0.0895955037964,0.463321783311,0.459729729729,0.0873383895138,0.0810810810811,22.4435483871,22,-0.366935483871,-1
2025,average,pass_rush,105,98,False,0.0705436206995,0.0588235294118,2.64761904762,2,0.075609717009,0.0869833888105,0.472958236187,0.477272727273,0.0947744256148,0.0909090909091,23.0666666667,22,1.1119047619,1.5
2025,good,pass_rush,108,101,False,0.0621928036593,0.0579831932774,2.39814814815,2,0.0573540647444,0.0523671828089,0.452855381642,0.451680672269,0.0942520595571,0.0833333333333,22.9166666667,24,0.909722222222,2
2025,elite rush,pass_rush,105,101,False,0.0645164390018,0.0535714285714,2.59047619048,2,0.0363952464529,0.0379510636023,0.449944395252,0.457142857143,0.0850952325963,0.08,22.0571428571,21,0.357142857143,-0.25
