season,week,game_id,kickoff_utc,team,opponent,defense_prior_games,offense_prior_games,defense_prior_hit_rate,offense_prior_hit_allowed_rate,historical_pass_rush_edge_z,edge_prior_percentile
2023,1,2023_01_HOU_BAL,2023-09-10T17:00:00.000Z,bal,hou,8,8,0.11824324324324324,0.1111111111111111,-1.3454578526298455,0.07692307692307693
2023,1,2023_01_HOU_BAL,2023-09-10T17:00:00.000Z,hou,bal,8,8,0.1554054054054054,0.1476923076923077,0.2519326805197259,0.6153846153846154
2023,1,2023_01_JAX_IND,2023-09-10T17:00:00.000Z,ind,jax,8,8,0.17857142857142858,0.1610738255033557,1.0438124814753977,0.8605769230769231
2023,1,2023_01_JAX_IND,2023-09-10T17:00:00.000Z,jax,ind,8,8,0.12225705329153605,0.10670731707317073,-1.3537229532762345,0.07692307692307693
2023,1,2023_01_SF_PIT,2023-09-10T17:00:00.000Z,pit,sf,8,8,0.1681159420289855,0.12903225806451613,0.12373842539786015,0.5697115384615384
2023,1,2023_01_SF_PIT,2023-09-10T17:00:00.000Z,sf,pit,8,8,0.17537313432835822,0.149812734082397,0.7307779832435749,0.7836538461538461
2023,1,2023_01_TB_MIN,2023-09-10T17:00:00.000Z,min,tb,8,8,0.15457413249211358,0.1850828729281768,1.0430264201964095,0.8605769230769231
2023,1,2023_01_TB_MIN,2023-09-10T17:00:00.000Z,tb,min,8,8,0.12074303405572756,0.11548556430446194,-1.1965933410691139,0.10576923076923077
2023,1,2023_01_TEN_NO,2023-09-10T17:00:00.000Z,no,ten,8,8,0.0967741935483871,0.12875536480686695,-1.429155794696154,0.07211538461538461
2023,1,2023_01_TEN_NO,2023-09-10T17:00:00.000Z,ten,no,8,8,0.14331210191082802,0.2053872053872054,1.2382102978975749,0.8990384615384616
2023,1,2023_01_GB_CHI,2023-09-10T20:25:00.000Z,chi,gb,8,8,0.15140845070422534,0.1566265060240964,0.28045156629330864,0.6203703703703703
2023,1,2023_01_GB_CHI,2023-09-10T20:25:00.000Z,gb,chi,8,8,0.06037735849056604,0.1044776119402985,-2.9391389572393942,0.0
2023,1,2023_01_LA_SEA,2023-09-10T20:25:00.000Z,lar,sea,8,8,0.15547703180212014,0.1946564885496183,1.214650983726097,0.9004629629629629
2023,1,2023_01_LA_SEA,2023-09-10T20:25:00.000Z,sea,lar,8,8,0.14333333333333334,0.17101449275362318,0.41577782269582,0.6597222222222222
2023,1,2023_01_LV_DEN,2023-09-10T20:25:00.000Z,den,lv,8,8,0.1753846153846154,0.21316614420062696,2.0760368181370024,0.9768518518518519
2023,1,2023_01_LV_DEN,2023-09-10T20:25:00.000Z,lv,den,8,8,0.090625,0.14935064935064934,-1.2595518476290728,0.10185185185185185
2023,1,2023_01_MIA_LAC,2023-09-10T20:25:00.000Z,lac,mia,8,8,0.17079889807162535,0.17307692307692307,1.0845186730776157,0.8680555555555556
2023,1,2023_01_MIA_LAC,2023-09-10T20:25:00.000Z,mia,lac,8,8,0.13011152416356878,0.14285714285714285,-0.5075132842474837,0.2962962962962963
2023,1,2023_01_PHI_NE,2023-09-10T20:25:00.000Z,ne,phi,8,8,0.21926910299003322,0.1189710610932476,0.9863286111216695,0.8379629629629629
2023,1,2023_01_PHI_NE,2023-09-10T20:25:00.000Z,phi,ne,8,8,0.11864406779661017,0.08668730650154799,-2.0111396564210478,0.013888888888888888
2023,1,2023_01_DAL_NYG,2023-09-11T00:20:00.000Z,dal,nyg,8,8,0.17252396166134185,0.1337579617834395,0.3756429978599927,0.6447963800904978
2023,1,2023_01_DAL_NYG,2023-09-11T00:20:00.000Z,nyg,dal,8,8,0.1525974025974026,0.17717717717717718,0.9244265741973315,0.8212669683257918
2023,1,2023_01_BUF_NYJ,2023-09-12T00:15:00.000Z,buf,nyj,8,8,0.2,0.11976047904191617,0.6920093162782242,0.7612612612612613
2023,1,2023_01_BUF_NYJ,2023-09-12T00:15:00.000Z,nyj,buf,8,8,0.13445378151260504,0.18181818181818182,0.5937568633148064,0.722972972972973
2023,2,2023_02_MIN_PHI,2023-09-15T00:15:00.000Z,min,phi,8,8,0.20186335403726707,0.17027027027027028,1.9160959149426433,0.9596412556053812
2023,2,2023_02_MIN_PHI,2023-09-15T00:15:00.000Z,phi,min,8,8,0.12158054711246201,0.08484848484848485,-1.9935901000715575,0.017937219730941704
2023,2,2023_02_BAL_CIN,2023-09-17T17:00:00.000Z,bal,cin,8,8,0.16716417910447762,0.12727272727272726,0.06188962008153333,0.5424107142857143
2023,2,2023_02_BAL_CIN,2023-09-17T17:00:00.000Z,cin,bal,8,8,0.15755627009646303,0.11581920903954802,-0.43561836722392117,0.32142857142857145
2023,2,2023_02_CHI_TB,2023-09-17T17:00:00.000Z,chi,tb,8,8,0.16049382716049382,0.15073529411764705,0.4494230501231412,0.6651785714285714
2023,2,2023_02_CHI_TB,2023-09-17T17:00:00.000Z,tb,chi,8,8,0.061068702290076333,0.11597938144329897,-2.744510306114764,0.002232142857142857
2023,2,2023_02_GB_ATL,2023-09-17T17:00:00.000Z,atl,gb,8,8,0.15140845070422534,0.128099173553719,-0.29646414543578903,0.39285714285714285
2023,2,2023_02_GB_ATL,2023-09-17T17:00:00.000Z,gb,atl,8,8,0.13333333333333333,0.10622710622710622,-1.2399925754023284,0.10714285714285714
2023,2,2023_02_IND_HOU,2023-09-17T17:00:00.000Z,hou,ind,8,8,0.12179487179487179,0.14411764705882352,-0.6325170375771059,0.25669642857142855
2023,2,2023_02_IND_HOU,2023-09-17T17:00:00.000Z,ind,hou,8,8,0.11920529801324503,0.16825396825396827,-0.13145539877465856,0.46875
2023,2,2023_02_KC_JAX,2023-09-17T17:00:00.000Z,jax,kc,8,8,0.1585014409221902,0.10543130990415335,-0.6553263497073947,0.25
2023,2,2023_02_KC_JAX,2023-09-17T17:00:00.000Z,kc,jax,8,8,0.18023255813953487,0.10574018126888217,-0.12726523614382437,0.47544642857142855
2023,2,2023_02_LAC_TEN,2023-09-17T17:00:00.000Z,lac,ten,8,8,0.11176470588235295,0.15633423180592992,-0.5878942227286817,0.2700892857142857
2023,2,2023_02_LAC_TEN,2023-09-17T17:00:00.000Z,ten,lac,8,8,0.11272727272727273,0.21568627450980393,0.8199301399238722,0.8080357142857143
2023,2,2023_02_LV_BUF,2023-09-17T17:00:00.000Z,buf,lv,8,8,0.15501519756838905,0.1355421686746988,-0.03636319218839586,0.5044642857142857
2023,2,2023_02_LV_BUF,2023-09-17T17:00:00.000Z,lv,buf,8,8,0.1419753086419753,0.1505016722408027,0.00011765874957134838,0.5267857142857143
2023,2,2023_02_SEA_DET,2023-09-17T17:00:00.000Z,det,sea,8,8,0.15358361774744028,0.12149532710280374,-0.3984049599801059,0.33705357142857145
2023,2,2023_02_SEA_DET,2023-09-17T17:00:00.000Z,sea,det,8,8,0.16875,0.17804154302670624,1.2843953874756644,0.9040178571428571
2023,2,2023_02_NYG_ARI,2023-09-17T20:05:00.000Z,ari,nyg,8,8,0.17363344051446947,0.15142857142857144,0.879731414345618,0.8189655172413793
2023,2,2023_02_NYG_ARI,2023-09-17T20:05:00.000Z,nyg,ari,8,8,0.14935064935064934,0.18429003021148035,1.0422270660564925,0.8556034482758621
2023,2,2023_02_SF_LA,2023-09-17T20:05:00.000Z,lar,sf,8,8,0.166189111747851,0.17228464419475656,1.1772913891371837,0.8857758620689655
2023,2,2023_02_SF_LA,2023-09-17T20:05:00.000Z,sf,lar,8,8,0.1461794019933555,0.15867158671586715,0.37617611357386055,0.646551724137931
2023,2,2023_02_NYJ_DAL,2023-09-17T20:25:00.000Z,dal,nyj,8,8,0.19269102990033224,0.14193548387096774,1.155230013317697,0.8824786324786325
2023,2,2023_02_NYJ_DAL,2023-09-17T20:25:00.000Z,nyj,dal,8,8,0.14511041009463724,0.1893491124260355,1.1000177457378253,0.8696581196581197
2023,2,2023_02_WAS_DEN,2023-09-17T20:25:00.000Z,den,wsh,8,8,0.14130434782608695,0.19195046439628483,1.067611913206384,0.8632478632478633
2023,2,2023_02_WAS_DEN,2023-09-17T20:25:00.000Z,wsh,den,8,8,0.09003215434083602,0.175,-0.5904605289672107,0.26495726495726496
2023,2,2023_02_MIA_NE,2023-09-18T00:20:00.000Z,mia,ne,8,8,0.1092896174863388,0.13782051282051283,-1.0184170854276078,0.163135593220339
2023,2,2023_02_MIA_NE,2023-09-18T00:20:00.000Z,ne,mia,8,8,0.14681440443213298,0.10746268656716418,-0.7566286381049132,0.2266949152542373
2023,2,2023_02_NO_CAR,2023-09-18T23:15:00.000Z,car,no,8,8,0.15384615384615385,0.13725490196078433,0.09625409859421359,0.5569620253164557
2023,2,2023_02_NO_CAR,2023-09-18T23:15:00.000Z,no,car,8,8,0.14285714285714285,0.1506276150627615,0.12641489768035907,0.5654008438818565
2023,2,2023_02_CLE_PIT,2023-09-19T00:15:00.000Z,cle,pit,8,8,0.18076923076923077,0.17229729729729729,1.5859533289996535,0.9390756302521008
2023,2,2023_02_CLE_PIT,2023-09-19T00:15:00.000Z,pit,cle,8,8,0.12413793103448276,0.13380281690140844,-0.7353338952678733,0.22899159663865545
2023,3,2023_03_NYG_SF,2023-09-22T00:15:00.000Z,nyg,sf,8,8,0.16216216216216217,0.17507418397626112,1.150731948694827,0.8765690376569037
2023,3,2023_03_NYG_SF,2023-09-22T00:15:00.000Z,sf,nyg,8,8,0.16451612903225807,0.15384615384615385,0.7194773407772294,0.7656903765690377
2023,3,2023_03_ATL_DET,2023-09-24T17:00:00.000Z,atl,det,8,8,0.1492063492063492,0.13846153846153847,-0.011835749813654511,0.5166666666666667
2023,3,2023_03_ATL_DET,2023-09-24T17:00:00.000Z,det,atl,8,8,0.12749003984063745,0.11285266457680251,-1.154667213449831,0.125
2023,3,2023_03_BUF_WAS,2023-09-24T17:00:00.000Z,buf,wsh,8,8,0.1588447653429603,0.12573099415204678,-0.05890892873833294,0.49375
2023,3,2023_03_BUF_WAS,2023-09-24T17:00:00.000Z,wsh,buf,8,8,0.14381270903010032,0.16887417218543047,0.5502200887209965,0.70625
2023,3,2023_03_DEN_MIA,2023-09-24T17:00:00.000Z,den,mia,8,8,0.14794520547945206,0.2043343653250774,1.471293334496698,0.93125
2023,3,2023_03_DEN_MIA,2023-09-24T17:00:00.000Z,mia,den,8,8,0.09941520467836257,0.13220338983050847,-1.42541946645761,0.075
2023,3,2023_03_HOU_JAX,2023-09-24T17:00:00.000Z,hou,jax,8,8,0.17847025495750707,0.14655172413793102,0.9204659275357865,0.8145833333333333
2023,3,2023_03_HOU_JAX,2023-09-24T17:00:00.000Z,jax,hou,8,8,0.1076388888888889,0.10559006211180125,-1.82791564565895,0.029166666666666667
2023,3,2023_03_IND_BAL,2023-09-24T17:00:00.000Z,bal,ind,8,8,0.1299093655589124,0.11743772241992882,-0.9875056537338717,0.17083333333333334
2023,3,2023_03_IND_BAL,2023-09-24T17:00:00.000Z,ind,bal,8,8,0.15335463258785942,0.1464968152866242,0.2787787038150361,0.6083333333333333
2023,3,2023_03_LAC_MIN,2023-09-24T17:00:00.000Z,lac,min,8,8,0.13125,0.13774104683195593,-0.48627895995435866,0.3020833333333333
2023,3,2023_03_LAC_MIN,2023-09-24T17:00:00.000Z,min,lac,8,8,0.13186813186813187,0.18253968253968253,0.5599956143304125,0.7083333333333334
2023,3,2023_03_NE_NYJ,2023-09-24T17:00:00.000Z,ne,nyj,8,8,0.18095238095238095,0.11918604651162791,0.35425908290253627,0.6291666666666667
2023,3,2023_03_NE_NYJ,2023-09-24T17:00:00.000Z,nyj,ne,8,8,0.10614525139664804,0.1924198250728863,0.13136205308520243,0.56875
2023,3,2023_03_NO_GB,2023-09-24T17:00:00.000Z,gb,no,8,8,0.15141955835962145,0.11068702290076336,-0.5943043028634223,0.2625
2023,3,2023_03_NO_GB,2023-09-24T17:00:00.000Z,no,gb,8,8,0.1506849315068493,0.144,0.15326911377803668,0.5729166666666666
2023,3,2023_03_TEN_CLE,2023-09-24T17:00:00.000Z,cle,ten,8,8,0.11436950146627566,0.16887417218543047,-0.20055330267247312,0.43125
2023,3,2023_03_TEN_CLE,2023-09-24T17:00:00.000Z,ten,cle,8,8,0.14285714285714285,0.22073578595317725,1.7188381089031337,0.95
2023,3,2023_03_CAR_SEA,2023-09-24T20:05:00.000Z,car,sea,8,8,0.16040955631399317,0.1377952755905512,0.17929509599556795,0.5823293172690763
2023,3,2023_03_CAR_SEA,2023-09-24T20:05:00.000Z,sea,car,8,8,0.15081967213114755,0.1495601173020528,0.1762005136629688,0.5783132530120482
2023,3,2023_03_CHI_KC,2023-09-24T20:25:00.000Z,chi,kc,8,8,0.15447154471544716,0.16666666666666666,0.6215424752954345,0.734
2023,3,2023_03_CHI_KC,2023-09-24T20:25:00.000Z,kc,chi,8,8,0.05776173285198556,0.11246200607902736,-2.9042219479135203,0.002
2023,3,2023_03_DAL_ARI,2023-09-24T20:25:00.000Z,ari,dal,8,8,0.14102564102564102,0.1488095238095238,-0.07681086844451387,0.474
2023,3,2023_03_DAL_ARI,2023-09-24T20:25:00.000Z,dal,ari,8,8,0.14506172839506173,0.12341772151898735,-0.48739872733050005,0.298
2023,3,2023_03_PIT_LV,2023-09-25T00:20:00.000Z,lv,pit,8,8,0.18450184501845018,0.15034965034965034,1.0415002544568466,0.8492063492063492
2023,3,2023_03_PIT_LV,2023-09-25T00:20:00.000Z,pit,lv,8,8,0.13149847094801223,0.15602836879432624,-0.16145157371407126,0.44246031746031744
2023,3,2023_03_PHI_TB,2023-09-25T23:15:00.000Z,phi,tb,8,8,0.1619047619047619,0.09202453987730061,-0.6714139744397953,0.2391304347826087
2023,3,2023_03_PHI_TB,2023-09-25T23:15:00.000Z,tb,phi,8,8,0.20408163265306123,0.10582010582010581,0.6359775259263942,0.7351778656126482
2023,3,2023_03_LA_CIN,2023-09-26T00:15:00.000Z,cin,lar,8,8,0.16129032258064516,0.1092436974789916,-0.3449247434152111,0.36811023622047245
2023,3,2023_03_LA_CIN,2023-09-26T00:15:00.000Z,lar,cin,8,8,0.15060240963855423,0.16161616161616163,0.4388162270354203,0.6633858267716536
2023,4,2023_04_DET_GB,2023-09-29T00:15:00.000Z,det,gb,8,8,0.1598639455782313,0.12861736334405144,0.006646436810479842,0.5235294117647059
2023,4,2023_04_DET_GB,2023-09-29T00:15:00.000Z,gb,det,8,8,0.1574074074074074,0.09407665505226481,-0.7497086199296904,0.2235294117647059
2023,4,2023_04_ATL_JAX,2023-10-01T13:30:00.000Z,atl,jax,8,8,0.18289085545722714,0.14184397163120568,0.7900033796028751,0.791015625
2023,4,2023_04_ATL_JAX,2023-10-01T13:30:00.000Z,jax,atl,8,8,0.14772727272727273,0.10574018126888217,-0.8327586180006242,0.1953125
2023,4,2023_04_BAL_CLE,2023-10-01T17:00:00.000Z,bal,cle,8,8,0.17045454545454544,0.11764705882352941,-0.057406519118252286,0.49416342412451364
2023,4,2023_04_BAL_CLE,2023-10-01T17:00:00.000Z,cle,bal,8,8,0.15223880597014924,0.16927899686520376,0.5926672151571072,0.7198443579766537
2023,4,2023_04_CIN_TEN,2023-10-01T17:00:00.000Z,cin,ten,8,8,0.12202380952380952,0.11232876712328767,-1.366186885672861,0.07976653696498054
2023,4,2023_04_CIN_TEN,2023-10-01T17:00:00.000Z,ten,cin,8,8,0.16023738872403562,0.22033898305084745,1.8776547290887238,0.9610894941634242
2023,4,2023_04_DEN_CHI,2023-10-01T17:00:00.000Z,chi,den,8,8,0.09316770186335403,0.16606498194945848,-0.9339490832487067,0.17898832684824903
2023,4,2023_04_DEN_CHI,2023-10-01T17:00:00.000Z,den,chi,8,8,0.06206896551724138,0.22189349112426035,-0.5125056949866527,0.28599221789883267
2023,4,2023_04_LA_IND,2023-10-01T17:00:00.000Z,ind,lar,8,8,0.15034965034965034,0.13975155279503104,-0.0828812670685589,0.47470817120622566
2023,4,2023_04_LA_IND,2023-10-01T17:00:00.000Z,lar,ind,8,8,0.13056379821958458,0.1611842105263158,-0.11479016180535451,0.4688715953307393
2023,4,2023_04_MIA_BUF,2023-10-01T17:00:00.000Z,buf,mia,8,8,0.15877437325905291,0.11009174311926606,-0.5066527551831305,0.29377431906614787
2023,4,2023_04_MIA_BUF,2023-10-01T17:00:00.000Z,mia,buf,8,8,0.16387959866220736,0.12195121951219512,-0.12803216234454198,0.4669260700389105
2023,4,2023_04_MIN_CAR,2023-10-01T17:00:00.000Z,car,min,8,8,0.1262135922330097,0.14333333333333334,-0.6023861013518838,0.2587548638132296
2023,4,2023_04_MIN_CAR,2023-10-01T17:00:00.000Z,min,car,8,8,0.1456953642384106,0.18734177215189873,0.8158686485562459,0.8035019455252919
2023,4,2023_04_PIT_HOU,2023-10-01T17:00:00.000Z,hou,pit,8,8,0.1806020066889632,0.15680473372781065,1.0271143372333023,0.8482490272373541
2023,4,2023_04_PIT_HOU,2023-10-01T17:00:00.000Z,pit,hou,8,8,0.10897435897435898,0.15901060070671377,-0.6940181563938004,0.23151750972762647
2023,4,2023_04_TB_NO,2023-10-01T17:00:00.000Z,no,tb,8,8,0.16049382716049382,0.14859437751004015,0.35587227995580023,0.6361867704280155
2023,4,2023_04_TB_NO,2023-10-01T17:00:00.000Z,tb,no,8,8,0.13595166163141995,0.11174785100286533,-1.034753412619272,0.14785992217898833
2023,4,2023_04_WAS_PHI,2023-10-01T17:00:00.000Z,phi,wsh,8,8,0.14186851211072665,0.09627329192546584,-1.2182948505859865,0.10894941634241245
2023,4,2023_04_WAS_PHI,2023-10-01T17:00:00.000Z,wsh,phi,8,8,0.19584569732937684,0.2006269592476489,2.3367865673738355,0.9902723735408561
2023,4,2023_04_LV_LAC,2023-10-01T20:05:00.000Z,lac,lv,8,8,0.11221122112211221,0.11452513966480447,-1.8177831470930343,0.03007518796992481
2023,4,2023_04_LV_LAC,2023-10-01T20:05:00.000Z,lv,lac,8,8,0.1605351170568562,0.15960912052117263,0.4793610197734367,0.6823308270676691
2023,4,2023_04_ARI_SF,2023-10-01T20:25:00.000Z,ari,sf,8,8,0.1639784946236559,0.15963855421686746,0.5836448564813276,0.7209737827715356
2023,4,2023_04_ARI_SF,2023-10-01T20:25:00.000Z,sf,ari,8,8,0.11875,0.1411764705882353,-1.0551499209135384,0.1441947565543071
2023,4,2023_04_NE_DAL,2023-10-01T20:25:00.000Z,dal,ne,8,8,0.10863509749303621,0.12574850299401197,-1.6634535705001174,0.04307116104868914
2023,4,2023_04_NE_DAL,2023-10-01T20:25:00.000Z,ne,dal,8,8,0.13666666666666666,0.12574850299401197,-0.8926360684018958,0.1891385767790262
2023,4,2023_04_KC_NYJ,2023-10-02T00:20:00.000Z,kc,nyj,8,8,0.1737704918032787,0.1,-0.4339427505659239,0.3308550185873606
2023,4,2023_04_KC_NYJ,2023-10-02T00:20:00.000Z,nyj,kc,8,8,0.17134831460674158,0.20186335403726707,1.687958162047564,0.949814126394052
2023,4,2023_04_SEA_NYG,2023-10-03T00:15:00.000Z,nyg,sea,8,8,0.14860681114551083,0.18100890207715134,0.583059440387759,0.7203703703703703
2023,4,2023_04_SEA_NYG,2023-10-03T00:15:00.000Z,sea,nyg,8,8,0.1540983606557377,0.15223880597014924,0.11557269535916005,0.5611111111111111
2023,5,2023_05_CHI_WAS,2023-10-06T00:15:00.000Z,chi,wsh,8,8,0.15202702702702703,0.18213058419243985,0.6853313815491492,0.7601476014760148
2023,5,2023_05_CHI_WAS,2023-10-06T00:15:00.000Z,wsh,chi,8,8,0.08013937282229965,0.19384615384615383,-1.0104558271833186,0.16420664206642066
2023,5,2023_05_JAX_BUF,2023-10-08T13:30:00.000Z,buf,jax,8,8,0.182370820668693,0.10410094637223975,-0.14035007020973791,0.4540441176470588
2023,5,2023_05_JAX_BUF,2023-10-08T13:30:00.000Z,jax,buf,8,8,0.17763157894736842,0.12654320987654322,0.20011395074692143,0.5955882352941176
2023,5,2023_05_BAL_PIT,2023-10-08T17:00:00.000Z,bal,pit,8,8,0.18122977346278318,0.12589928057553956,0.320734549323959,0.6263736263736264
2023,5,2023_05_BAL_PIT,2023-10-08T17:00:00.000Z,pit,bal,8,8,0.1569767441860465,0.16370106761565836,0.40557022941881743,0.6538461538461539
2023,5,2023_05_CAR_DET,2023-10-08T17:00:00.000Z,car,det,8,8,0.165625,0.14285714285714285,0.21836243258473653,0.6025641025641025
2023,5,2023_05_CAR_DET,2023-10-08T17:00:00.000Z,det,car,8,8,0.15140845070422534,0.1423841059602649,-0.21425331267052894,0.42124542124542125
2023,5,2023_05_HOU_ATL,2023-10-08T17:00:00.000Z,atl,hou,8,8,0.11475409836065574,0.14625850340136054,-1.2210925983151273,0.10805860805860806
2023,5,2023_05_HOU_ATL,2023-10-08T17:00:00.000Z,hou,atl,8,8,0.15498154981549817,0.1695906432748538,0.47179458701994875,0.6758241758241759
2023,5,2023_05_NO_NE,2023-10-08T17:00:00.000Z,ne,no,8,8,0.134185303514377,0.13069908814589665,-0.9751890654697326,0.17582417582417584
2023,5,2023_05_NO_NE,2023-10-08T17:00:00.000Z,no,ne,8,8,0.10882352941176471,0.1482889733840304,-1.3540814073767033,0.08058608058608059
2023,5,2023_05_NYG_MIA,2023-10-08T17:00:00.000Z,mia,nyg,8,8,0.15100671140939598,0.1342281879194631,-0.4000199721627683,0.33882783882783885
2023,5,2023_05_NYG_MIA,2023-10-08T17:00:00.000Z,nyg,mia,8,8,0.16012084592145015,0.1826086956521739,0.9019937634612952,0.8186813186813187
2023,5,2023_05_TEN_IND,2023-10-08T17:00:00.000Z,ind,ten,8,8,0.1529051987767584,0.1305732484076433,-0.4214919560814954,0.3333333333333333
2023,5,2023_05_TEN_IND,2023-10-08T17:00:00.000Z,ten,ind,8,8,0.14772727272727273,0.22695035460992907,1.4786913672129884,0.9322344322344323
2023,5,2023_05_CIN_ARI,2023-10-08T20:05:00.000Z,ari,cin,8,8,0.1592920353982301,0.15789473684210525,0.3717635852206548,0.6433691756272402
2023,5,2023_05_CIN_ARI,2023-10-08T20:05:00.000Z,cin,ari,8,8,0.12459016393442623,0.1392757660167131,-1.0005599912805352,0.16845878136200718
2023,5,2023_05_PHI_LA,2023-10-08T20:05:00.000Z,lar,phi,8,8,0.18155619596541786,0.16883116883116883,1.232005788795642,0.9050179211469535
2023,5,2023_05_PHI_LA,2023-10-08T20:05:00.000Z,phi,lar,8,8,0.14576271186440679,0.10303030303030303,-1.1170022483874853,0.13440860215053763
2023,5,2023_05_KC_MIN,2023-10-08T20:25:00.000Z,kc,min,8,8,0.13504823151125403,0.11343283582089553,-1.164810459039846,0.11921708185053381
2023,5,2023_05_KC_MIN,2023-10-08T20:25:00.000Z,min,kc,8,8,0.1749271137026239,0.18498659517426275,1.3585823208757661,0.9199288256227758
2023,5,2023_05_NYJ_DEN,2023-10-08T20:25:00.000Z,den,nyj,8,8,0.18241042345276873,0.22044728434504793,2.2749496871507677,0.9875444839857651
2023,5,2023_05_NYJ_DEN,2023-10-08T20:25:00.000Z,nyj,den,8,8,0.10903426791277258,0.21337579617834396,0.13600435569734606,0.5693950177935944
2023,5,2023_05_DAL_SF,2023-10-09T00:20:00.000Z,dal,sf,8,8,0.16804407713498623,0.13293051359516617,0.08039549990810511,0.5459363957597173
2023,5,2023_05_DAL_SF,2023-10-09T00:20:00.000Z,sf,dal,8,8,0.1377049180327869,0.13147410358565736,-0.7545441611826116,0.22968197879858657
2023,5,2023_05_GB_LV,2023-10-10T00:15:00.000Z,gb,lv,8,8,0.1095890410958904,0.12837837837837837,-1.555831254746353,0.051056338028169015
2023,5,2023_05_GB_LV,2023-10-10T00:15:00.000Z,lv,gb,8,8,0.16835016835016836,0.1536144578313253,0.5125718058088324,0.698943661971831
2023,6,2023_06_DEN_KC,2023-10-13T00:15:00.000Z,den,kc,8,8,0.18662952646239556,0.20743034055727555,2.1180573020773434,0.980701754385965
2023,6,2023_06_DEN_KC,2023-10-13T00:15:00.000Z,kc,den,8,8,0.10576923076923077,0.13253012048192772,-1.5266478971342325,0.054385964912280704
2023,6,2023_06_BAL_TEN,2023-10-15T13:30:00.000Z,bal,ten,8,8,0.14012738853503184,0.12152777777777778,-0.8823796642315824,0.19755244755244755
2023,6,2023_06_BAL_TEN,2023-10-15T13:30:00.000Z,ten,bal,8,8,0.15273775216138327,0.23426573426573427,1.8142436467758467,0.9527972027972028
2023,6,2023_06_CAR_MIA,2023-10-15T17:00:00.000Z,car,mia,8,8,0.18541033434650456,0.13513513513513514,0.552646089584558,0.7125435540069687
2023,6,2023_06_CAR_MIA,2023-10-15T17:00:00.000Z,mia,car,8,8,0.16494845360824742,0.1288135593220339,-0.09229042271623168,0.4738675958188153
2023,6,2023_06_IND_JAX,2023-10-15T17:00:00.000Z,ind,jax,8,8,0.16715542521994134,0.11650485436893204,-0.29024101039461103,0.39372822299651566
2023,6,2023_06_IND_JAX,2023-10-15T17:00:00.000Z,jax,ind,8,8,0.15170278637770898,0.13293051359516617,-0.34073049216969403,0.3797909407665505
2023,6,2023_06_MIN_CHI,2023-10-15T17:00:00.000Z,chi,min,8,8,0.138801261829653,0.19310344827586207,0.5738385811962639,0.7195121951219512
2023,6,2023_06_MIN_CHI,2023-10-15T17:00:00.000Z,min,chi,8,8,0.10784313725490197,0.19498607242339833,-0.16620307277522178,0.4425087108013937
2023,6,2023_06_NO_HOU,2023-10-15T17:00:00.000Z,hou,no,8,8,0.13268608414239483,0.16129032258064516,-0.23512275230788354,0.4163763066202091
2023,6,2023_06_NO_HOU,2023-10-15T17:00:00.000Z,no,hou,8,8,0.12080536912751678,0.13970588235294118,-0.9784894536747484,0.1794425087108014
2023,6,2023_06_SEA_CIN,2023-10-15T17:00:00.000Z,cin,sea,8,8,0.16714697406340057,0.13550135501355012,0.10073819724345068,0.5522648083623694
2023,6,2023_06_SEA_CIN,2023-10-15T17:00:00.000Z,sea,cin,8,8,0.16307692307692306,0.15170278637770898,0.33198177123937717,0.6306620209059234
2023,6,2023_06_SF_CLE,2023-10-15T17:00:00.000Z,cle,sf,8,8,0.1783625730994152,0.16772151898734178,1.0463923565035016,0.8588850174216028
2023,6,2023_06_SF_CLE,2023-10-15T17:00:00.000Z,sf,cle,8,8,0.192,0.128,0.5714889384955613,0.7195121951219512
2023,6,2023_06_WAS_ATL,2023-10-15T17:00:00.000Z,atl,wsh,8,8,0.17006802721088435,0.14285714285714285,0.3256993472274372,0.6289198606271778
2023,6,2023_06_WAS_ATL,2023-10-15T17:00:00.000Z,wsh,atl,8,8,0.14335664335664336,0.1875,0.5730469377747255,0.7195121951219512
2023,6,2023_06_NE_LV,2023-10-15T20:05:00.000Z,lv,ne,8,8,0.10429447852760736,0.1609907120743034,-0.9520363879739431,0.18197278911564627
2023,6,2023_06_NE_LV,2023-10-15T20:05:00.000Z,ne,lv,8,8,0.09897610921501707,0.12727272727272726,-1.7378705078510022,0.034013605442176874
2023,6,2023_06_ARI_LA,2023-10-15T20:25:00.000Z,ari,lar,8,8,0.132013201320132,0.16560509554140126,-0.21656477128348584,0.4186440677966102
2023,6,2023_06_ARI_LA,2023-10-15T20:25:00.000Z,lar,ari,8,8,0.10153846153846154,0.15838509316770186,-1.103420773063413,0.13559322033898305
2023,6,2023_06_DET_TB,2023-10-15T20:25:00.000Z,det,tb,8,8,0.15451895043731778,0.15306122448979592,0.0902290353297831,0.5457627118644067
2023,6,2023_06_DET_TB,2023-10-15T20:25:00.000Z,tb,det,8,8,0.14984709480122324,0.10542168674698796,-0.9520073225582536,0.1847457627118644
2023,6,2023_06_PHI_NYJ,2023-10-15T20:25:00.000Z,nyj,phi,8,8,0.18309859154929578,0.2012987012987013,1.72954324959352,0.9508474576271186
2023,6,2023_06_PHI_NYJ,2023-10-15T20:25:00.000Z,phi,nyj,8,8,0.1858974358974359,0.10574018126888217,-0.06303602766705711,0.488135593220339
