team,season,transition_week,qb_changed,old_qb_id,old_qb_name,new_qb_id,new_qb_name,old_games,new_games,before_games,before_hit_rate,before_sack_rate,before_pass_epa_db,before_opponent_pregame_rush_rate,before_opponent_adjusted_hit_residual,before_pregame_raw_protection_rate,before_pregame_adjusted_protection_rate,after_games,after_hit_rate,after_sack_rate,after_pass_epa_db,after_opponent_pregame_rush_rate,after_opponent_adjusted_hit_residual,after_pregame_raw_protection_rate,after_pregame_adjusted_protection_rate,change_hit_rate,change_sack_rate,change_pass_epa_db,change_opponent_pregame_rush_rate,change_opponent_adjusted_hit_residual
atl,2023,6,False,00-0038122,Desmond Ridder,00-0038122,Desmond Ridder,2023_04_ATL_JAX;2023_05_HOU_ATL,2023_06_WAS_ATL;2023_07_ATL_TB,2,0.144736842105,0.0526315789474,-0.126741113473,0.148822476909,-0.002458012447,0.144051237516,-0.00278672142994,2,0.0843373493976,0.0481927710843,0.101200932668,0.155234586672,-0.0672513833582,0.142625982431,-0.00603466296747,-0.0603994927077,-0.00443880786303,0.227942046141,0.0064121097625,-0.0647933709112
atl,2023,14,False,00-0038122,Desmond Ridder,00-0038122,Desmond Ridder,2023_12_NO_ATL;2023_13_ATL_NYJ,2023_14_TB_ATL;2023_15_ATL_CAR,2,0.157894736842,0.0526315789474,-0.0326000642656,0.135569443319,0.0137493287109,0.125954510606,-0.0181781217681,2,0.0588235294118,0.0441176470588,0.0530914794634,0.111397505741,-0.0752210131027,0.121500088606,-0.0212543603094,-0.0990712074303,-0.00851393188854,0.085691543729,-0.0241719375786,-0.0889703418136
atl,2024,3,False,00-0029604,Kirk Cousins,00-0029604,Kirk Cousins,2024_01_PIT_ATL;2024_02_ATL_PHI,2024_03_KC_ATL;2024_04_NO_ATL,2,0.138461538462,0.0461538461538,-0.00409931910938,0.120512250343,0.0021749961627,0.128053624628,-0.0137395247397,2,0.184210526316,0.0394736842105,0.0415361065322,0.138335791544,0.0413985762283,0.133799869195,-0.00788907096876,0.0457489878543,-0.00668016194332,0.0456354256416,0.0178235412005,0.0392235800656
atl,2024,4,False,00-0029604,Kirk Cousins,00-0029604,Kirk Cousins,2024_02_ATL_PHI;2024_03_KC_ATL,2024_04_NO_ATL;2024_05_TB_ATL,2,0.173913043478,0.0434782608696,0.232672791256,0.123075635877,0.0358250978088,0.131244019138,-0.0111642622681,2,0.142857142857,0.047619047619,0.18059574098,0.114816993289,0.00862551000012,0.140036500211,-0.00152703254238,-0.0310559006211,0.00414078674948,-0.0520770502759,-0.00825864258745,-0.0271995878087
atl,2024,5,False,00-0029604,Kirk Cousins,00-0029604,Kirk Cousins,2024_03_KC_ATL;2024_04_NO_ATL,2024_05_TB_ATL;2024_06_ATL_CAR,2,0.184210526316,0.0394736842105,0.0415361065322,0.138335791544,0.0413985762283,0.133799869195,-0.00788907096876,2,0.145833333333,0.0416666666667,0.32258493151,0.102140163627,0.0147428999903,0.149468954248,0.00829482121079,-0.0383771929825,0.00219298245614,0.281048824977,-0.0361956279168,-0.026655676238
atl,2025,14,False,00-0029604,Kirk Cousins,00-0029604,Kirk Cousins,2025_12_ATL_NO;2025_13_ATL_NYJ,2025_14_SEA_ATL;2025_15_ATL_TB,2,0.145161290323,0.0806451612903,0.0443731872197,0.113480857996,0.0129615861329,0.0855603397842,-0.0495126005169,2,0.141025641026,0.025641025641,0.0138794095141,0.161517386722,-0.00754678077827,0.109618874773,-0.0246461874381,-0.00413564929694,-0.0550041356493,-0.0304937777056,0.048036528726,-0.0205083669112
atl,2025,15,False,00-0029604,Kirk Cousins,00-0029604,Kirk Cousins,2025_13_ATL_NYJ;2025_14_SEA_ATL,2025_15_ATL_TB;2025_16_ATL_ARI,2,0.202898550725,0.0434782608696,-0.0825668669243,0.134222957014,0.0633905205412,0.0958937492384,-0.0386775206811,2,0.0963855421687,0.0240963855422,0.290419802901,0.120838635049,-0.0401167752367,0.114431839315,-0.022753122038,-0.106513008556,-0.0193818753274,0.372986669826,-0.0133843219655,-0.103507295778
atl,2025,16,False,00-0029604,Kirk Cousins,00-0029604,Kirk Cousins,2025_14_SEA_ATL;2025_15_ATL_TB,2025_16_ATL_ARI;2025_17_LA_ATL,2,0.141025641026,0.025641025641,0.0138794095141,0.161517386722,-0.00754678077827,0.109618874773,-0.0246461874381,2,0.189655172414,0.0172413793103,0.269187937366,0.109885562964,0.0591593067157,0.112092658029,-0.0267813153659,0.0486295313882,-0.00839964633068,0.255308527852,-0.0516318237585,0.066706087494
atl,2025,17,False,00-0029604,Kirk Cousins,00-0029604,Kirk Cousins,2025_15_ATL_TB;2025_16_ATL_ARI,2025_17_LA_ATL;2025_18_NO_ATL,2,0.0963855421687,0.0240963855422,0.290419802901,0.120838635049,-0.0401167752367,0.114431839315,-0.022753122038,2,0.280701754386,0.0701754385965,0.0028682306793,0.128264106496,0.142004920087,0.121345029239,-0.0172074352882,0.184316212217,0.0460790530543,-0.287551572222,0.007425471447,0.182121695324
bal,2022,3,False,00-0034796,Lamar Jackson,00-0034796,Lamar Jackson,2022_01_BAL_NYJ;2022_02_MIA_BAL,2022_03_BAL_NE;2022_04_BUF_BAL,2,0.0579710144928,0.0289855072464,0.440916065749,,,,,2,0.12987012987,0.0779220779221,-0.0502742810703,,,,,0.0718991153774,0.0489365706757,-0.49119034682,,
