game_id,season,week,team,opponent,plays,first_downs,third_attempts,third_conversions
2025_03_CIN_MIN,2025,3,cin,min,52,9,11,3
2025_03_CIN_MIN,2025,3,min,cin,58,21,12,4
2025_03_DAL_CHI,2025,3,chi,dal,55,19,14,8
2025_03_DAL_CHI,2025,3,dal,chi,67,20,11,3
2025_03_DEN_LAC,2025,3,den,lac,47,8,13,2
2025_03_DEN_LAC,2025,3,lac,den,80,23,17,8
2025_03_DET_BAL,2025,3,bal,det,54,19,11,6
2025_03_DET_BAL,2025,3,det,bal,65,23,14,7
2025_03_GB_CLE,2025,3,cle,gb,56,12,13,4
2025_03_GB_CLE,2025,3,gb,cle,60,12,18,10
2025_03_HOU_JAX,2025,3,hou,jax,57,10,15,4
2025_03_HOU_JAX,2025,3,jax,hou,65,15,15,4
2025_03_IND_TEN,2025,3,ind,ten,50,19,7,2
2025_03_IND_TEN,2025,3,ten,ind,65,19,14,5
2025_03_KC_NYG,2025,3,kc,nyg,64,19,14,8
2025_03_KC_NYG,2025,3,nyg,kc,61,15,10,1
2025_03_LA_PHI,2025,3,lar,phi,65,21,10,3
2025_03_LA_PHI,2025,3,phi,lar,62,17,14,5
2025_03_LV_WAS,2025,3,lv,wsh,62,17,14,3
2025_03_LV_WAS,2025,3,wsh,lv,53,16,10,5
2025_03_MIA_BUF,2025,3,buf,mia,57,21,11,6
2025_03_MIA_BUF,2025,3,mia,buf,59,19,15,10
2025_03_NO_SEA,2025,3,no,sea,70,17,15,5
2025_03_NO_SEA,2025,3,sea,no,53,20,9,3
2025_03_NYJ_TB,2025,3,nyj,tb,61,18,11,3
2025_03_NYJ_TB,2025,3,tb,nyj,63,17,13,4
2025_03_PIT_NE,2025,3,ne,pit,71,23,13,6
2025_03_PIT_NE,2025,3,pit,ne,46,13,9,4
2025_04_BAL_KC,2025,4,bal,kc,53,17,10,3
2025_04_BAL_KC,2025,4,kc,bal,68,23,14,5
2025_04_CAR_NE,2025,4,car,ne,65,19,14,5
2025_04_CAR_NE,2025,4,ne,car,45,16,8,3
2025_04_CHI_LV,2025,4,chi,lv,63,15,16,7
2025_04_CHI_LV,2025,4,lv,chi,51,16,8,2
2025_04_CIN_DEN,2025,4,cin,den,42,6,11,2
2025_04_CIN_DEN,2025,4,den,cin,77,29,13,8
2025_04_CLE_DET,2025,4,cle,det,64,15,14,3
2025_04_CLE_DET,2025,4,det,cle,54,15,14,6
2025_04_GB_DAL,2025,4,dal,gb,67,26,11,4
2025_04_GB_DAL,2025,4,gb,dal,78,28,14,10
2025_04_IND_LA,2025,4,ind,lar,55,15,12,4
2025_04_IND_LA,2025,4,lar,ind,67,23,12,4
2025_04_JAX_SF,2025,4,jax,sf,59,17,12,4
2025_04_JAX_SF,2025,4,sf,jax,63,20,13,8
2025_04_LAC_NYG,2025,4,lac,nyg,56,14,12,4
2025_04_LAC_NYG,2025,4,nyg,lac,69,17,15,7
2025_04_MIN_PIT,2025,4,min,pit,71,21,13,4
2025_04_MIN_PIT,2025,4,pit,min,51,17,10,4
2025_04_NO_BUF,2025,4,buf,no,54,19,9,3
2025_04_NO_BUF,2025,4,no,buf,65,21,13,5
2025_04_NYJ_MIA,2025,4,mia,nyj,56,18,12,4
2025_04_NYJ_MIA,2025,4,nyj,mia,57,21,9,4
2025_04_PHI_TB,2025,4,phi,tb,58,16,14,5
2025_04_PHI_TB,2025,4,tb,phi,67,15,13,3
2025_04_SEA_ARI,2025,4,ari,sea,64,16,15,6
2025_04_SEA_ARI,2025,4,sea,ari,64,18,13,6
2025_04_TEN_HOU,2025,4,hou,ten,65,19,15,6
2025_04_TEN_HOU,2025,4,ten,hou,45,8,11,2
2025_04_WAS_ATL,2025,4,atl,wsh,61,23,11,6
2025_04_WAS_ATL,2025,4,wsh,atl,50,15,8,1
2025_05_DAL_NYJ,2025,5,dal,nyj,56,21,12,6
2025_05_DAL_NYJ,2025,5,nyj,dal,71,23,16,7
2025_05_DEN_PHI,2025,5,den,phi,70,21,16,5
2025_05_DEN_PHI,2025,5,phi,den,54,13,11,2
2025_05_DET_CIN,2025,5,cin,det,58,16,11,4
2025_05_DET_CIN,2025,5,det,cin,59,23,7,2
2025_05_HOU_BAL,2025,5,bal,hou,40,11,8,3
2025_05_HOU_BAL,2025,5,hou,bal,64,24,12,7
2025_05_KC_JAX,2025,5,jax,kc,54,18,9,5
2025_05_KC_JAX,2025,5,kc,jax,63,26,9,5
2025_05_LV_IND,2025,5,ind,lv,57,21,10,8
2025_05_LV_IND,2025,5,lv,ind,65,19,14,8
2025_05_MIA_CAR,2025,5,car,mia,62,21,11,5
2025_05_MIA_CAR,2025,5,mia,car,53,15,13,5
2025_05_MIN_CLE,2025,5,cle,min,66,17,15,3
2025_05_MIN_CLE,2025,5,min,cle,60,18,9,3
2025_05_NE_BUF,2025,5,buf,ne,61,22,9,5
2025_05_NE_BUF,2025,5,ne,buf,56,19,9,3
2025_05_NYG_NO,2025,5,no,nyg,61,15,15,7
2025_05_NYG_NO,2025,5,nyg,no,69,21,10,3
2025_05_SF_LA,2025,5,lar,sf,63,24,10,4
2025_05_SF_LA,2025,5,sf,lar,82,25,18,7
2025_05_TB_SEA,2025,5,sea,tb,54,24,9,6
2025_05_TB_SEA,2025,5,tb,sea,57,24,11,7
2025_05_TEN_ARI,2025,5,ari,ten,64,15,16,7
2025_05_TEN_ARI,2025,5,ten,ari,61,18,14,5
2025_05_WAS_LAC,2025,5,lac,wsh,63,17,16,9
2025_05_WAS_LAC,2025,5,wsh,lac,54,19,7,2
2025_06_ARI_IND,2025,6,ari,ind,70,24,14,9
2025_06_ARI_IND,2025,6,ind,ari,56,24,8,4
2025_06_BUF_ATL,2025,6,atl,buf,65,19,12,5
2025_06_BUF_ATL,2025,6,buf,atl,54,15,9,2
2025_06_CHI_WAS,2025,6,chi,wsh,58,18,10,3
2025_06_CHI_WAS,2025,6,wsh,chi,59,18,8,3
2025_06_CIN_GB,2025,6,cin,gb,60,17,14,6
2025_06_CIN_GB,2025,6,gb,cin,59,23,11,5
2025_06_CLE_PIT,2025,6,cle,pit,75,17,17,6
2025_06_CLE_PIT,2025,6,pit,cle,55,18,12,5
2025_06_DAL_CAR,2025,6,car,dal,62,25,8,3
2025_06_DAL_CAR,2025,6,dal,car,52,13,12,5
2025_06_DEN_NYJ,2025,6,den,nyj,55,12,15,5
2025_06_DEN_NYJ,2025,6,nyj,den,57,8,15,2
2025_06_DET_KC,2025,6,det,kc,53,18,11,5
2025_06_DET_KC,2025,6,kc,det,58,24,9,4
2025_06_LA_BAL,2025,6,bal,lar,74,17,17,7
2025_06_LA_BAL,2025,6,lar,bal,49,14,10,4
2025_06_LAC_MIA,2025,6,lac,mia,64,19,15,6
2025_06_LAC_MIA,2025,6,mia,lac,56,18,11,5
2025_06_NE_NO,2025,6,ne,no,55,17,12,6
2025_06_NE_NO,2025,6,no,ne,51,14,9,3
2025_06_PHI_NYG,2025,6,nyg,phi,64,22,15,11
2025_06_PHI_NYG,2025,6,phi,nyg,56,19,9,1
2025_06_SEA_JAX,2025,6,jax,sea,67,16,16,4
2025_06_SEA_JAX,2025,6,sea,jax,51,12,11,1
2025_06_SF_TB,2025,6,sf,tb,67,16,16,7
2025_06_SF_TB,2025,6,tb,sf,49,18,8,3
2025_06_TEN_LV,2025,6,lv,ten,54,14,13,6
2025_06_TEN_LV,2025,6,ten,lv,58,14,13,3
2025_07_ATL_SF,2025,7,atl,sf,60,17,11,5
2025_07_ATL_SF,2025,7,sf,atl,64,22,14,9
2025_07_CAR_NYJ,2025,7,car,nyj,68,17,17,5
2025_07_CAR_NYJ,2025,7,nyj,car,60,11,15,7
2025_07_GB_ARI,2025,7,ari,gb,70,20,14,7
2025_07_GB_ARI,2025,7,gb,ari,52,17,10,3
2025_07_HOU_SEA,2025,7,hou,sea,69,15,15,2
2025_07_HOU_SEA,2025,7,sea,hou,65,17,14,2
2025_07_IND_LAC,2025,7,ind,lac,54,23,10,5
2025_07_IND_LAC,2025,7,lac,ind,74,23,16,8
2025_07_LA_JAX,2025,7,jax,lar,74,19,15,3
2025_07_LA_JAX,2025,7,lar,jax,58,18,9,2
2025_07_LV_KC,2025,7,kc,lv,74,28,14,9
2025_07_LV_KC,2025,7,lv,kc,30,2,7,0
2025_07_MIA_CLE,2025,7,cle,mia,52,12,11,4
2025_07_MIA_CLE,2025,7,mia,cle,57,10,13,1
2025_07_NE_TEN,2025,7,ne,ten,62,22,12,5
2025_07_NE_TEN,2025,7,ten,ne,51,15,10,3
2025_07_NO_CHI,2025,7,chi,no,65,23,12,3
2025_07_NO_CHI,2025,7,no,chi,53,14,10,3
2025_07_NYG_DEN,2025,7,den,nyg,75,23,13,4
2025_07_NYG_DEN,2025,7,nyg,den,69,19,15,6
2025_07_PHI_MIN,2025,7,min,phi,67,20,15,7
2025_07_PHI_MIN,2025,7,phi,min,48,13,10,3
2025_07_PIT_CIN,2025,7,cin,pit,69,24,13,7
2025_07_PIT_CIN,2025,7,pit,cin,54,19,10,7
2025_07_TB_DET,2025,7,det,tb,65,15,13,3
2025_07_TB_DET,2025,7,tb,det,65,13,16,4
2025_07_WAS_DAL,2025,7,dal,wsh,60,18,12,6
2025_07_WAS_DAL,2025,7,wsh,dal,63,16,16,7
2025_08_BUF_CAR,2025,8,buf,car,60,22,12,7
2025_08_BUF_CAR,2025,8,car,buf,59,17,11,4
2025_08_CHI_BAL,2025,8,bal,chi,59,21,10,4
2025_08_CHI_BAL,2025,8,chi,bal,62,18,13,6
2025_08_CLE_NE,2025,8,cle,ne,52,11,11,2
2025_08_CLE_NE,2025,8,ne,cle,62,21,10,3
2025_08_DAL_DEN,2025,8,dal,den,68,20,11,4
2025_08_DAL_DEN,2025,8,den,dal,55,23,8,5
2025_08_GB_PIT,2025,8,gb,pit,62,22,12,5
2025_08_GB_PIT,2025,8,pit,gb,57,14,10,1
2025_08_MIA_ATL,2025,8,atl,mia,48,10,11,2
2025_08_MIA_ATL,2025,8,mia,atl,65,21,13,6
2025_08_MIN_LAC,2025,8,lac,min,70,27,13,9
2025_08_MIN_LAC,2025,8,min,lac,47,10,11,3
2025_08_NYG_PHI,2025,8,nyg,phi,49,13,12,5
2025_08_NYG_PHI,2025,8,phi,nyg,54,22,7,2
2025_08_NYJ_CIN,2025,8,cin,nyj,58,23,9,4
2025_08_NYJ_CIN,2025,8,nyj,cin,68,25,15,7
2025_08_SF_HOU,2025,8,hou,sf,74,22,16,9
2025_08_SF_HOU,2025,8,sf,hou,44,12,9,3
2025_08_TB_NO,2025,8,no,tb,70,17,16,8
2025_08_TB_NO,2025,8,tb,no,56,14,13,3
2025_08_TEN_IND,2025,8,ind,ten,52,21,9,3
2025_08_TEN_IND,2025,8,ten,ind,66,18,15,6
2025_08_WAS_KC,2025,8,kc,wsh,66,25,10,4
2025_08_WAS_KC,2025,8,wsh,kc,52,13,12,7
2025_09_ARI_DAL,2025,9,ari,dal,63,22,13,7
2025_09_ARI_DAL,2025,9,dal,ari,64,22,12,5
2025_09_ATL_NE,2025,9,atl,ne,54,16,10,1
2025_09_ATL_NE,2025,9,ne,atl,65,23,12,8
2025_09_BAL_MIA,2025,9,bal,mia,54,18,12,5
2025_09_BAL_MIA,2025,9,mia,bal,61,16,12,2
2025_09_CAR_GB,2025,9,car,gb,54,17,10,4
2025_09_CAR_GB,2025,9,gb,car,63,20,13,7
2025_09_CHI_CIN,2025,9,chi,cin,76,29,15,8
2025_09_CHI_CIN,2025,9,cin,chi,64,25,10,5
2025_09_DEN_HOU,2025,9,den,hou,61,15,15,6
2025_09_DEN_HOU,2025,9,hou,den,72,13,17,3
2025_09_IND_PIT,2025,9,ind,pit,73,23,14,6
2025_09_IND_PIT,2025,9,pit,ind,60,15,12,4
2025_09_JAX_LV,2025,9,jax,lv,76,26,16,9
2025_09_JAX_LV,2025,9,lv,jax,60,23,10,7
2025_09_KC_BUF,2025,9,buf,kc,63,22,12,7
2025_09_KC_BUF,2025,9,kc,buf,57,15,13,3
2025_09_LAC_TEN,2025,9,lac,ten,64,21,13,7
2025_09_LAC_TEN,2025,9,ten,lac,44,10,9,1
2025_09_MIN_DET,2025,9,det,min,62,14,17,5
2025_09_MIN_DET,2025,9,min,det,55,17,11,4
2025_09_NO_LA,2025,9,lar,no,73,27,13,7
2025_09_NO_LA,2025,9,no,lar,39,9,9,2
2025_09_SEA_WAS,2025,9,sea,wsh,48,18,11,7
2025_09_SEA_WAS,2025,9,wsh,sea,62,18,13,6
2025_09_SF_NYG,2025,9,nyg,sf,56,18,12,5
2025_09_SF_NYG,2025,9,sf,nyg,63,25,11,6
2025_10_ARI_SEA,2025,10,ari,sea,73,20,16,6
2025_10_ARI_SEA,2025,10,sea,ari,54,20,9,6
2025_10_ATL_IND,2025,10,atl,ind,59,20,8,0
2025_10_ATL_IND,2025,10,ind,atl,74,25,12,2
2025_10_BAL_MIN,2025,10,bal,min,65,20,15,6
2025_10_BAL_MIN,2025,10,min,bal,61,15,14,3
2025_10_BUF_MIA,2025,10,buf,mia,65,18,15,5
2025_10_BUF_MIA,2025,10,mia,buf,51,18,9,3
2025_10_CLE_NYJ,2025,10,cle,nyj,70,18,16,6
2025_10_CLE_NYJ,2025,10,nyj,cle,45,9,11,3
2025_10_DET_WAS,2025,10,det,wsh,67,30,10,5
2025_10_DET_WAS,2025,10,wsh,det,50,14,10,2
2025_10_JAX_HOU,2025,10,hou,jax,69,25,15,10
2025_10_JAX_HOU,2025,10,jax,hou,55,14,11,4
2025_10_LA_SF,2025,10,lar,sf,64,30,9,5
2025_10_LA_SF,2025,10,sf,lar,60,24,8,3
2025_10_LV_DEN,2025,10,den,lv,55,10,15,5
2025_10_LV_DEN,2025,10,lv,den,58,10,15,4
2025_10_NE_TB,2025,10,ne,tb,58,15,14,5
2025_10_NE_TB,2025,10,tb,ne,66,23,13,5
2025_10_NO_CAR,2025,10,car,no,50,11,9,3
2025_10_NO_CAR,2025,10,no,car,64,17,16,8
2025_10_NYG_CHI,2025,10,chi,nyg,62,19,11,3
2025_10_NYG_CHI,2025,10,nyg,chi,70,20,14,5
2025_10_PHI_GB,2025,10,gb,phi,65,17,13,5
2025_10_PHI_GB,2025,10,phi,gb,60,12,16,7
2025_10_PIT_LAC,2025,10,lac,pit,68,18,17,6
2025_10_PIT_LAC,2025,10,pit,lac,50,10,11,2
2025_11_BAL_CLE,2025,11,bal,cle,58,17,13,5
2025_11_BAL_CLE,2025,11,cle,bal,54,9,14,2
2025_11_CAR_ATL,2025,11,atl,car,58,19,11,4
2025_11_CAR_ATL,2025,11,car,atl,74,22,17,6
2025_11_CHI_MIN,2025,11,chi,min,73,19,18,7
2025_11_CHI_MIN,2025,11,min,chi,54,14,11,3
2025_11_CIN_PIT,2025,11,cin,pit,62,16,15,7
2025_11_CIN_PIT,2025,11,pit,cin,59,19,13,7
2025_11_DAL_LV,2025,11,dal,lv,61,23,9,4
2025_11_DAL_LV,2025,11,lv,dal,57,16,12,3
2025_11_DET_PHI,2025,11,det,phi,59,13,13,3
2025_11_DET_PHI,2025,11,phi,det,68,13,15,4
2025_11_GB_NYG,2025,11,gb,nyg,51,18,11,7
2025_11_GB_NYG,2025,11,nyg,gb,68,21,14,7
2025_11_HOU_TEN,2025,11,hou,ten,68,18,13,4
2025_11_HOU_TEN,2025,11,ten,hou,57,12,15,6
2025_11_KC_DEN,2025,11,den,kc,60,16,15,7
2025_11_KC_DEN,2025,11,kc,den,62,16,13,5
2025_11_LAC_JAX,2025,11,jax,lac,69,27,10,5
2025_11_LAC_JAX,2025,11,lac,jax,45,7,12,3
2025_11_NYJ_NE,2025,11,ne,nyj,60,21,12,6
2025_11_NYJ_NE,2025,11,nyj,ne,57,15,14,8
2025_11_SEA_LA,2025,11,lar,sea,50,12,11,2
2025_11_SEA_LA,2025,11,sea,lar,79,24,16,7
2025_11_SF_ARI,2025,11,ari,sf,71,24,14,6
2025_11_SF_ARI,2025,11,sf,ari,49,21,8,3
2025_11_TB_BUF,2025,11,buf,tb,53,17,11,6
2025_11_TB_BUF,2025,11,tb,buf,67,19,16,9
2025_11_WAS_MIA,2025,11,mia,wsh,54,19,9,3
2025_11_WAS_MIA,2025,11,wsh,mia,64,20,13,6
2025_12_ATL_NO,2025,12,atl,no,53,13,11,3
2025_12_ATL_NO,2025,12,no,atl,78,19,16,5
2025_12_BUF_HOU,2025,12,buf,hou,65,14,16,5
2025_12_BUF_HOU,2025,12,hou,buf,55,14,12,2
2025_12_CAR_SF,2025,12,car,sf,43,12,7,1
2025_12_CAR_SF,2025,12,sf,car,68,23,13,7
2025_12_CLE_LV,2025,12,cle,lv,47,9,12,3
2025_12_CLE_LV,2025,12,lv,cle,75,17,17,4
2025_12_IND_KC,2025,12,ind,kc,49,10,13,5
2025_12_IND_KC,2025,12,kc,ind,91,29,16,7
2025_12_JAX_ARI,2025,12,ari,jax,76,21,16,5
2025_12_JAX_ARI,2025,12,jax,ari,60,18,11,3
2025_12_MIN_GB,2025,12,gb,min,63,21,14,7
2025_12_MIN_GB,2025,12,min,gb,44,10,9,2
2025_12_NE_CIN,2025,12,cin,ne,61,18,13,3
2025_12_NE_CIN,2025,12,ne,cin,66,19,13,5
2025_12_NYG_DET,2025,12,det,nyg,63,22,12,5
2025_12_NYG_DET,2025,12,nyg,det,76,22,16,8
2025_12_NYJ_BAL,2025,12,bal,nyj,56,13,11,2
2025_12_NYJ_BAL,2025,12,nyj,bal,57,15,11,4
2025_12_PHI_DAL,2025,12,dal,phi,65,22,11,5
2025_12_PHI_DAL,2025,12,phi,dal,58,18,12,5
2025_12_PIT_CHI,2025,12,chi,pit,59,18,13,7
2025_12_PIT_CHI,2025,12,pit,chi,69,20,14,8
2025_12_SEA_TEN,2025,12,sea,ten,46,17,7,2
2025_12_SEA_TEN,2025,12,ten,sea,68,17,17,6
2025_12_TB_LA,2025,12,lar,tb,55,20,10,4
2025_12_TB_LA,2025,12,tb,lar,67,12,17,7
2025_13_ARI_TB,2025,13,ari,tb,60,22,8,3
2025_13_ARI_TB,2025,13,tb,ari,54,13,15,7
2025_13_ATL_NYJ,2025,13,atl,nyj,67,23,12,4
2025_13_ATL_NYJ,2025,13,nyj,atl,62,15,16,7
2025_13_BUF_PIT,2025,13,buf,pit,74,26,15,8
2025_13_BUF_PIT,2025,13,pit,buf,43,10,9,3
2025_13_CHI_PHI,2025,13,chi,phi,84,27,17,10
2025_13_CHI_PHI,2025,13,phi,chi,49,14,11,4
2025_13_CIN_BAL,2025,13,bal,cin,56,15,10,3
2025_13_CIN_BAL,2025,13,cin,bal,80,19,19,8
2025_13_DEN_WAS,2025,13,den,wsh,69,23,15,7
2025_13_DEN_WAS,2025,13,wsh,den,84,28,17,8
2025_13_GB_DET,2025,13,det,gb,60,19,13,8
2025_13_GB_DET,2025,13,gb,det,57,16,12,6
2025_13_HOU_IND,2025,13,hou,ind,71,22,13,6
2025_13_HOU_IND,2025,13,ind,hou,51,14,10,3
2025_13_JAX_TEN,2025,13,jax,ten,54,16,12,3
2025_13_JAX_TEN,2025,13,ten,jax,55,9,12,2
2025_13_KC_DAL,2025,13,dal,kc,62,18,15,9
2025_13_KC_DAL,2025,13,kc,dal,60,19,13,5
2025_13_LA_CAR,2025,13,car,lar,59,17,14,7
2025_13_LA_CAR,2025,13,lar,car,50,21,5,2
2025_13_LV_LAC,2025,13,lac,lv,65,20,17,12
2025_13_LV_LAC,2025,13,lv,lac,45,10,8,2
2025_13_MIN_SEA,2025,13,min,sea,49,10,10,2
2025_13_MIN_SEA,2025,13,sea,min,62,16,15,6
2025_13_NO_MIA,2025,13,mia,no,56,16,12,4
2025_13_NO_MIA,2025,13,no,mia,69,19,12,4
2025_13_NYG_NE,2025,13,ne,nyg,61,21,13,6
2025_13_NYG_NE,2025,13,nyg,ne,53,13,11,4
2025_13_SF_CLE,2025,13,cle,sf,60,15,11,3
2025_13_SF_CLE,2025,13,sf,cle,63,18,17,11
2025_14_CHI_GB,2025,14,chi,gb,68,21,16,8
2025_14_CHI_GB,2025,14,gb,chi,51,17,12,8
2025_14_CIN_BUF,2025,14,buf,cin,57,20,11,6
2025_14_CIN_BUF,2025,14,cin,buf,56,22,12,10
2025_14_DAL_DET,2025,14,dal,det,76,24,15,6
2025_14_DAL_DET,2025,14,det,dal,55,18,8,3
2025_14_DEN_LV,2025,14,den,lv,72,27,12,7
2025_14_DEN_LV,2025,14,lv,den,47,14,9,3
2025_14_HOU_KC,2025,14,hou,kc,65,12,18,8
2025_14_HOU_KC,2025,14,kc,hou,63,14,14,4
2025_14_IND_JAX,2025,14,ind,jax,62,17,11,6
2025_14_IND_JAX,2025,14,jax,ind,60,18,14,7
2025_14_LA_ARI,2025,14,ari,lar,61,17,12,4
2025_14_LA_ARI,2025,14,lar,ari,64,28,7,3
2025_14_MIA_NYJ,2025,14,mia,nyj,61,22,10,2
2025_14_MIA_NYJ,2025,14,nyj,mia,57,11,12,1
2025_14_NO_TB,2025,14,no,tb,53,16,11,5
2025_14_NO_TB,2025,14,tb,no,69,16,13,3
2025_14_PHI_LAC,2025,14,lac,phi,71,14,19,7
2025_14_PHI_LAC,2025,14,phi,lac,65,17,13,4
2025_14_PIT_BAL,2025,14,bal,pit,75,19,18,7
2025_14_PIT_BAL,2025,14,pit,bal,50,12,14,6
2025_14_SEA_ATL,2025,14,atl,sea,62,13,13,1
2025_14_SEA_ATL,2025,14,sea,atl,58,19,13,6
2025_14_TEN_CLE,2025,14,cle,ten,64,19,14,6
2025_14_TEN_CLE,2025,14,ten,cle,64,13,17,6
2025_14_WAS_MIN,2025,14,min,wsh,57,23,10,6
2025_14_WAS_MIN,2025,14,wsh,min,49,10,10,3
2025_15_ARI_HOU,2025,15,ari,hou,63,21,12,5
2025_15_ARI_HOU,2025,15,hou,ari,60,22,12,7
2025_15_ATL_TB,2025,15,atl,tb,65,26,11,5
2025_15_ATL_TB,2025,15,tb,atl,61,21,9,4
2025_15_BAL_CIN,2025,15,bal,cin,37,15,6,2
2025_15_BAL_CIN,2025,15,cin,bal,71,16,15,3
2025_15_BUF_NE,2025,15,buf,ne,64,20,13,8
2025_15_BUF_NE,2025,15,ne,buf,51,19,10,5
2025_15_CAR_NO,2025,15,car,no,56,15,14,7
2025_15_CAR_NO,2025,15,no,car,61,23,11,6
2025_15_CLE_CHI,2025,15,chi,cle,63,20,13,5
2025_15_CLE_CHI,2025,15,cle,chi,56,9,14,4
2025_15_DET_LA,2025,15,det,lar,62,20,14,5
2025_15_DET_LA,2025,15,lar,det,69,28,9,2
2025_15_GB_DEN,2025,15,den,gb,63,20,11,4
2025_15_GB_DEN,2025,15,gb,den,63,17,13,6
2025_15_IND_SEA,2025,15,ind,sea,58,13,13,5
2025_15_IND_SEA,2025,15,sea,ind,56,15,12,2
2025_15_LAC_KC,2025,15,kc,lac,59,16,13,6
2025_15_LAC_KC,2025,15,lac,kc,61,16,14,5
2025_15_LV_PHI,2025,15,lv,phi,42,7,12,3
2025_15_LV_PHI,2025,15,phi,lv,66,25,13,10
2025_15_MIA_PIT,2025,15,mia,pit,48,16,8,2
2025_15_MIA_PIT,2025,15,pit,mia,62,20,13,4
2025_15_MIN_DAL,2025,15,dal,min,69,24,12,2
2025_15_MIN_DAL,2025,15,min,dal,51,18,9,2
2025_15_NYJ_JAX,2025,15,jax,nyj,56,22,8,4
2025_15_NYJ_JAX,2025,15,nyj,jax,68,18,15,8
2025_15_TEN_SF,2025,15,sf,ten,70,25,15,9
