season,week,game_type,team,gsis_id,pfr_id,espn_id,full_name,position,depth_chart_position,status,status_description_abbr
2026,1,REG,HOU,00-0031364,ClowJa00,16734,Jadeveon Clowney,DL,DE,ACT,A01
2026,1,REG,LA,00-0031381,AdamDa01,16800,Davante Adams,WR,WR,ACT,A01
2026,1,REG,LA,00-0031388,DonaAa00,16716,Aaron Donald,DL,DT,EXE,E02
2026,1,REG,SF,00-0031408,EvanMi00,16737,Mike Evans,WR,WR,ACT,A01
2026,1,REG,SEA,00-0031411,LawrDe00,16802,DeMarcus Lawrence,LB,OLB,ACT,A01
2026,1,REG,NYG,00-0031484,ManhCh00,2531358,Chris Manhertz,TE,TE,ACT,A01
2026,1,REG,SEA,00-0031492,MyerJa00,2473037,Jason Myers,K,K,ACT,A01
2026,1,REG,NYG,00-0031503,WinsJa00,2969939,Jameis Winston,QB,QB,ACT,A01
2026,1,REG,HOU,00-0031565,HuntDa01,2976560,Danielle Hunter,DL,DE,ACT,A01
2026,1,REG,ATL,00-0031576,SmitZa00,3043168,Za'Darius Smith,LB,OLB,ACT,A01
2026,1,REG,CHI,00-0031583,JarrGr00,2576492,Grady Jarrett,DL,DT,ACT,A01
2026,1,REG,WAS,00-0031588,DiggSt00,2976212,Stefon Diggs,WR,WR,ACT,A01
2026,1,REG,CLE,00-0031595,BurtMi00,2515270,Michael Burton,RB,FB,ACT,A01
2026,1,REG,CAR,00-0031610,WallDa01,2576925,Darren Waller,TE,TE,ACT,A01
2026,1,REG,DEN,00-0031898,SingAl00,2612151,Alex Singleton,LB,ILB,ACT,A01
2026,1,REG,BAL,00-0031921,,,Kendall Lamm,OL,T,RET,R02
2026,1,REG,SEA,00-0031933,WillLe02,2971622,Leonard Williams,DL,DE,ACT,A01
2026,1,REG,TB,00-0031957,NuneRa00,2575453,Rakeem Nunez-Roches,DL,NT,ACT,A01
2026,1,REG,SEA,00-0032052,FowlDa00,2980100,Dante Fowler Jr.,DL,DE,ACT,A01
2026,1,REG,MIA,00-0032065,PiniBr00,2977680,Bradley Pinion,P,P,ACT,A01
2026,1,REG,HOU,00-0032071,,,Trent Brown,OL,T,ACT,A01
2026,1,REG,LAC,00-0032103,PerrDe00,2579621,Denzel Perryman,LB,ILB,ACT,A01
2026,1,REG,JAX,00-0032104,AbduAm00,2576336,Ameer Abdullah,RB,RB,ACT,A01
2026,1,REG,LAC,00-0032146,DuprAl00,2576702,Bud Dupree,LB,OLB,ACT,A01
2026,1,REG,JAX,00-0032164,ArmsAr01,2971275,Arik Armstead,DL,DT,ACT,A01
2026,1,REG,WAS,00-0032222,,,D.J. Humphries,OL,T,ACT,A01
2026,1,REG,LA,00-0032228,,,Joe Cardona,LS,LS,ACT,A01
2026,1,REG,HOU,00-0032265,EdwaMa01,2969921,Mario Edwards,DL,DT,ACT,A01
2026,1,REG,WAS,00-0032268,MariMa01,2576980,Marcus Mariota,QB,QB,ACT,A01
2026,1,REG,IND,00-0032378,BuckDe00,2971282,DeForest Buckner,DL,DT,ACT,A01
2026,1,REG,WAS,00-0032380,,,Laremy Tunsil,OL,T,ACT,A01
2026,1,REG,SEA,00-0032387,ReedJa02,3115312,Jarran Reed,DL,NT,ACT,A01
2026,1,REG,CHI,00-0032391,,,Joe Thuney,OL,G,ACT,A01
2026,1,REG,ATL,00-0032392,HoopAu00,3043275,Austin Hooper,TE,TE,ACT,A01
2026,1,REG,TB,00-0032399,KillMi00,2575164,Miles Killebrew,DB,SS,ACT,A01
2026,1,REG,NYG,00-0032424,ReadD.00,2977670,DJ Reader,DL,NT,ACT,A01
2026,1,REG,CIN,00-0032445,,,Ted Karras,OL,C,ACT,A01
2026,1,REG,CHI,00-0032464,RaymKa00,2973405,Kalif Raymond,WR,WR,ACT,A01
2026,1,REG,BUF,00-0032497,,,Reid Ferguson,LS,LS,ACT,A01
2026,1,REG,DEN,00-0032569,LutzWi00,2985659,Wil Lutz,K,K,ACT,A01
2026,1,REG,PHI,00-0032580,JoneJo03,2971027,Jonathan Jones,DB,CB,ACT,A01
2026,1,REG,NYG,00-0032667,RobeRo00,2574891,Roy Robertson-Harris,DL,DT,RES,R01
2026,1,REG,SF,00-0032701,,,Jake Brendel,OL,C,ACT,A01
2026,1,REG,HOU,00-0032726,FairKa01,2971573,Ka'imi Fairbairn,K,K,ACT,A01
2026,1,REG,IND,00-0032753,RhodLu00,2566045,Luke Rhodes,LS,LS,ACT,A01
2026,1,REG,HOU,00-0032759,RankSh00,2970204,Sheldon Rankins,DL,DT,ACT,A01
2026,1,REG,KC,00-0032762,JoneCh09,3044859,Chris Jones,DL,DT,ACT,A01
2026,1,REG,BAL,00-0032764,HenrDe00,3043078,Derrick Henry,RB,RB,ACT,A01
2026,1,REG,SF,00-0032775,RobiDe01,3043116,Demarcus Robinson,WR,WR,ACT,A01
2026,1,REG,TB,00-0032889,RobiAS00,3054857,A'Shawn Robinson,DL,DE,ACT,A01
2026,1,REG,MIN,00-0032918,HamxC.00,4012556,C.J. Ham,RB,FB,RET,R02
2026,1,REG,TB,00-0032943,DixoRi00,2577619,Riley Dixon,P,P,ACT,A01
2026,1,REG,MIN,00-0032950,WentCa00,2573079,Carson Wentz,QB,QB,ACT,A01
2026,1,REG,IND,00-0032951,TreaLa00,3051889,Laquon Treadwell,WR,WR,ACT,A01
2026,1,REG,ARI,00-0032954,,,Isaac Seumalo,OL,G,ACT,A01
2026,1,REG,BAL,00-0032965,,,Ronnie Stanley,OL,T,ACT,A01
2026,1,REG,JAX,00-0033038,MurrEr00,2970716,Eric Murray,DB,SS,ACT,A01
2026,1,REG,NYJ,00-0033051,OnyeDa00,4002046,David Onyemata,DL,DT,ACT,A01
2026,1,REG,PIT,00-0033055,RamsJa00,3045373,Jalen Ramsey,DB,CB,ACT,A01
2026,1,REG,NO,00-0033063,,,Zach Wood,LS,LS,ACT,A01
2026,1,REG,ARI,00-0033066,BillAn00,3051775,Andrew Billings,DL,DT,ACT,A01
2026,1,REG,DAL,00-0033077,PresDa01,2577417,Dak Prescott,QB,QB,ACT,A01
2026,1,REG,NE,00-0033090,HenrHu00,3046439,Hunter Henry,TE,TE,ACT,A01
2026,1,REG,DAL,00-0033093,BullJo00,2980097,Jonathan Bullard,DL,DE,ACT,A01
2026,1,REG,DET,00-0033106,GoffJa00,3046779,Jared Goff,QB,QB,ACT,A01
2026,1,REG,GB,00-0033109,HargJa00,2983055,Javon Hargrave,DL,DT,ACT,A01
2026,1,REG,LA,00-0033110,HigbTy00,2573401,Tyler Higbee,TE,TE,ACT,A01
2026,1,REG,ARI,00-0033119,BrisJa00,2578570,Jacoby Brissett,QB,QB,ACT,A01
2026,1,REG,DAL,00-0033120,ClarKe01,3122752,Kenny Clark,DL,DT,ACT,A01
2026,1,REG,CLE,00-0033131,CollMa00,3040471,Maliek Collins,DL,DT,ACT,A01
2026,1,REG,NE,00-0033132,ByarKe01,2574056,Kevin Byard,DB,FS,ACT,A01
2026,1,REG,IND,00-0033217,AlieMo00,2998565,Mo Alie-Cox,TE,TE,ACT,A01
2026,1,REG,PHI,00-0033246,MundJo00,3052096,Johnny Mundt,TE,TE,ACT,A01
2026,1,REG,NYJ,00-0033260,,,Thomas Hennessy,LS,LS,ACT,A01
2026,1,REG,IND,00-0033269,SancRi00,3914922,Rigoberto Sanchez,P,P,ACT,A01
2026,1,REG,SF,00-0033280,McCaCh01,3117251,Christian McCaffrey,RB,RB,ACT,A01
2026,1,REG,BAL,00-0033281,HumpMa00,3126356,Marlon Humphrey,DB,CB,ACT,A01
2026,1,REG,CAR,00-0033284,,,Taylor Moton,OL,T,RES,R27
2026,1,REG,SF,00-0033288,KittGe00,3040151,George Kittle,TE,TE,ACT,A01
2026,1,REG,NYG,00-0033290,,,Jermaine Eluemunor,OL,T,ACT,A01
2026,1,REG,MIN,00-0033293,JoneAa00,3042519,Aaron Jones,RB,RB,ACT,A01
2026,1,REG,DET,00-0033294,ClarCh00,3045463,Chuck Clark,DB,SS,ACT,A01
2026,1,REG,DEN,00-0033297,JoneD.01,3894915,D.J. Jones,DL,DT,ACT,A01
2026,1,REG,KC,00-0033303,ButkHa00,3055899,Harrison Butker,K,K,ACT,A01
2026,1,REG,ARI,00-0033307,BourKe00,3045523,Kendrick Bourne,WR,WR,ACT,A01
2026,1,REG,MIN,00-0033336,WilsEr00,3056916,Eric Wilson,LB,ILB,ACT,A01
2026,1,REG,NYJ,00-0033375,PatrTi00,3134353,Tim Patrick,WR,WR,ACT,A01
2026,1,REG,NYG,00-0033376,RicaPa00,2975417,Patrick Ricard,RB,FB,ACT,A01
2026,1,REG,LV,00-0033381,ButlAd00,2972342,Adam Butler,DL,DT,ACT,A01
2026,1,REG,CIN,00-0033523,AlleJo01,3054840,Jonathan Allen,DL,DT,ACT,A01
2026,1,REG,CIN,00-0033526,PeriSa00,3116389,Samaje Perine,RB,RB,ACT,A01
2026,1,REG,CLE,00-0033537,WatsDe00,3122840,Deshaun Watson,QB,QB,ACT,A01
2026,1,REG,DEN,00-0033538,,,Garett Bolles,OL,T,ACT,A01
2026,1,REG,LAC,00-0033546,TomlDa00,2979860,Dalvin Tomlinson,DL,NT,ACT,A01
2026,1,REG,BAL,00-0033548,AwuzCh00,3052101,Chidobe Awuzie,DB,CB,ACT,A01
2026,1,REG,WAS,00-0033551,DougRa00,3943270,Rasul Douglas,DB,CB,ACT,A01
2026,1,REG,ARI,00-0033553,ConnJa00,3045147,James Conner,RB,RB,RES,R48
2026,1,REG,NE,00-0033555,HollMa00,2991662,Mack Hollins,WR,WR,ACT,A01
2026,1,REG,SEA,00-0033576,SaubEr00,2975863,Eric Saubert,TE,TE,ACT,A01
2026,1,REG,CHI,00-0033579,WoodXa00,3040572,Xavier Woods,DB,FS,ACT,A01
2026,1,REG,ATL,00-0033662,RushCo00,2972515,Cooper Rush,QB,QB,ACT,A01
2026,1,REG,ARI,00-0033676,,,Elijah Wilkinson,OL,T,ACT,A01
2026,1,REG,PIT,00-0033729,JohnCa02,3051397,Cameron Johnston,P,P,ACT,A01
2026,1,REG,ATL,00-0033752,,,Storm Norton,OL,T,RES,R04
2026,1,REG,PIT,00-0033757,TonyRo00,2975674,Robert Tonyan,TE,TE,ACT,A01
2026,1,REG,WAS,00-0033783,WithAh00,3122630,Ahkello Witherspoon,DB,CB,RET,R02
2026,1,REG,PHI,00-0033787,ElliJa03,3050478,Jake Elliott,K,K,ACT,A01
2026,1,REG,ATL,00-0033793,,,Corey Levin,OL,C,ACT,A01
2026,1,REG,WAS,00-0033831,,,Andrew Wylie,OL,T,ACT,A01
2026,1,REG,GB,00-0033858,SmitJo01,3054212,Jonnu Smith,TE,TE,ACT,A01
2026,1,REG,NO,00-0033860,GodcDa00,3115383,Davon Godchaux,DL,NT,ACT,A01
2026,1,REG,LA,00-0033868,GarrMy00,3122132,Myles Garrett,LB,OLB,ACT,A01
2026,1,REG,TEN,00-0033869,TrubMi00,3039707,Mitchell Trubisky,QB,QB,ACT,A01
2026,1,REG,TEN,00-0033870,ThomSo00,3117258,Solomon Thomas,DL,DT,ACT,A01
2026,1,REG,MIN,00-0033872,AdamJa00,3115373,Jamal Adams,LB,OLB,RES,R01
2026,1,REG,KC,00-0033873,MahoPa00,3139477,Patrick Mahomes,QB,QB,ACT,A01
2026,1,REG,CLE,00-0033876,BarnDe01,3115336,Derek Barnett,DL,DE,ACT,A01
2026,1,REG,DAL,00-0033877,HookMa00,3121415,Malik Hooker,DB,SS,ACT,A01
2026,1,REG,DEN,00-0033881,EngrEv00,3051876,Evan Engram,TE,TE,ACT,A01
2026,1,REG,LAC,00-0033885,NjokDa00,3123076,David Njoku,TE,TE,ACT,A01
2026,1,REG,PIT,00-0033886,WattT.00,3045282,T.J. Watt,LB,OLB,ACT,A01
2026,1,REG,ARI,00-0033890,BakeBu00,3127287,Budda Baker,DB,SS,ACT,A01
2026,1,REG,BAL,00-0033901,,,Ethan Pocic,OL,C,ACT,A01
2026,1,REG,TEN,00-0033902,KpasTa00,2982313,Tanoh Kpassagnon,DL,DE,RES,R01
2026,1,REG,BUF,00-0033904,,,Dion Dawkins,OL,T,ACT,A01
2026,1,REG,NO,00-0033906,KamaAl00,3054850,Alvin Kamara,RB,RB,ACT,A01
2026,1,REG,SEA,00-0033908,KuppCo00,2977187,Cooper Kupp,WR,WR,ACT,A01
2026,1,REG,TB,00-0033910,,,Dan Feeney,OL,C,ACT,A01
2026,1,REG,TB,00-0033914,AnzaAl00,3043107,Alex Anzalone,LB,ILB,ACT,A01
2026,1,REG,TB,00-0033921,GodwCh00,3116165,Chris Godwin Jr.,WR,WR,ACT,A01
2026,1,REG,JAX,00-0033928,LewiJo01,3045207,Jourdan Lewis,DB,CB,ACT,A01
2026,1,REG,BAL,00-0033935,HendTr00,3052743,Trey Hendrickson,LB,OLB,ACT,A01
2026,1,REG,PIT,00-0033941,JenkRa00,2969961,Rayshawn Jenkins,DB,SS,ACT,A01
2026,1,REG,ATL,00-0033945,EbukSa00,3045527,Samson Ebukam,DL,DE,ACT,A01
2026,1,REG,WAS,00-0033947,WiseDe00,2980080,Deatrich Wise,DL,DE,RES,R04
2026,1,REG,DET,00-0033949,DobbJo00,3044720,Joshua Dobbs,QB,QB,ACT,A01
2026,1,REG,IND,00-0033952,StewGr00,4058825,Grover Stewart,DL,DT,ACT,A01
2026,1,REG,WAS,00-0033955,McNiJe00,3127586,Jeremy McNichols,RB,RB,RES,R48
2026,1,REG,TB,00-0033964,MuhaAl00,3051942,Al-Quadin Muhammad,LB,OLB,ACT,A01
2026,1,REG,PIT,00-0034051,KuntCh02,2978524,Christian Kuntz,LS,LS,ACT,A01
2026,1,REG,TEN,00-0034112,,,Austin Schlottmann,OL,C,ACT,A01
2026,1,REG,LA,00-0034114,,,Coleman Shelton,OL,C,ACT,A01
2026,1,REG,MIN,00-0034158,,,Brian O'Neill,OL,T,ACT,A01
2026,1,REG,SEA,00-0034160,DickMi00,3929851,Michael Dickson,P,P,ACT,A01
2026,1,REG,NO,00-0034161,CarlDa00,3051909,Daniel Carlson,K,K,ACT,A01
2026,1,REG,TEN,00-0034163,MartJa02,3138764,Jacob Martin,DL,DE,ACT,A01
2026,1,REG,SF,00-0034173,PineEd00,4034949,Eddy Pineiro,K,K,ACT,A01
2026,1,REG,DAL,00-0034198,,,Trent Sieg,LS,LS,ACT,A01
2026,1,REG,LA,00-0034234,FordPo00,3125114,Poona Ford,DL,NT,ACT,A01
2026,1,REG,NYG,00-0034248,CampEl00,3932901,Elijah Campbell,DB,FS,ACT,A01
2026,1,REG,BUF,00-0034261,,,Austin Corbett,OL,C,ACT,A01
2026,1,REG,LV,00-0034275,FatuFo00,3045172,Foley Fatukasi,DL,DT,ACT,A01
2026,1,REG,PIT,00-0034277,ElliDe02,3929846,DeShon Elliott,DB,SS,RES,R48
2026,1,REG,HOU,00-0034278,SmitTr04,3134448,Tremon Smith,DB,CB,ACT,A01
2026,1,REG,MIA,00-0034285,SielZa00,3057956,Zach Sieler,DL,DT,ACT,A01
2026,1,REG,WAS,00-0034302,LuvuFr00,3127273,Frankie Luvu,LB,ILB,ACT,A01
2026,1,REG,CHI,00-0034320,StreKe00,3116726,Kentavius Street,DL,DT,ACT,A01
2026,1,REG,WAS,00-0034333,PaynDa00,3925354,Daron Payne,DL,DT,ACT,A01
2026,1,REG,IND,00-0034342,,,Quenton Nelson,OL,G,ACT,A01
2026,1,REG,DEN,00-0034348,SuttCo00,3128429,Courtland Sutton,WR,WR,ACT,A01
2026,1,REG,SEA,00-0034350,NwosUc00,3120358,Uchenna Nwosu,LB,OLB,ACT,A01
2026,1,REG,PHI,00-0034351,GoedDa00,3121023,Dallas Goedert,TE,TE,ACT,A01
2026,1,REG,HOU,00-0034355,StewM.00,3116679,M.J. Stewart,DB,FS,RES,R04
2026,1,REG,LAC,00-0034356,JackDo02,3843769,Donte Jackson,DB,CB,ACT,A01
2026,1,REG,NO,00-0034361,ReidJu00,3931399,Justin Reid,DB,SS,ACT,A01
2026,1,REG,LV,00-0034365,ThomIa00,4045305,Ian Thomas,TE,TE,ACT,A01
2026,1,REG,ATL,00-0034371,HandDa00,3126352,Da'Shawn Hand,DL,DT,ACT,A01
2026,1,REG,WAS,00-0034373,ArmsDo00,3928979,Dorance Armstrong,LB,OLB,RES,R40
2026,1,REG,LV,00-0034376,JohnTa01,3121003,Taron Johnson,DB,CB,ACT,A01
2026,1,REG,DET,00-0034377,MaddAv00,3123938,Avonte Maddox,DB,FS,ACT,A01
2026,1,REG,ARI,00-0034381,SweaJo00,3693166,Josh Sweat,LB,OLB,ACT,A01
2026,1,REG,HOU,00-0034383,SchuDa00,3117256,Dalton Schultz,TE,TE,ACT,A01
2026,1,REG,DET,00-0034384,ReedD.00,3139387,D.J. Reed,DB,CB,ACT,A01
2026,1,REG,SF,00-0034391,NealSi00,3057524,Siran Neal,DB,FS,ACT,A01
2026,1,REG,WAS,00-0034397,SettTi00,3929956,Tim Settle,DL,DT,ACT,A01
2026,1,REG,HOU,00-0034399,,,Wyatt Teller,OL,G,ACT,A01
2026,1,REG,CHI,00-0034407,McClRa00,3728262,Ray-Ray McCloud,WR,WR,RES,R01
2026,1,REG,JAX,00-0034413,OluoFo00,3050073,Foye Oluokun,LB,MLB,ACT,A01
2026,1,REG,PHI,00-0034429,,,Jordan Mailata,OL,T,ACT,A01
2026,1,REG,GB,00-0034431,FranZa00,3124005,Zaire Franklin,LB,MLB,ACT,A01
2026,1,REG,JAX,00-0034437,CookLo00,3115480,Logan Cooke,P,P,ACT,A01
2026,1,REG,CIN,00-0034446,DaviJa06,3125356,Jalen Davis,DB,CB,ACT,A01
2026,1,REG,WAS,00-0034465,ReavJe00,3125248,Jeremy Reaves,DB,FS,ACT,A01
2026,1,REG,JAX,00-0034473,GardDe01,4334300,Dennis Gardeck,LB,OLB,ACT,A01
2026,1,REG,IND,00-0034485,OwenJo01,4331768,Jonathan Owens,DB,FS,ACT,A01
2026,1,REG,HOU,00-0034495,,,Evan Brown,OL,C,ACT,A01
2026,1,REG,IND,00-0034573,WardCh01,4037361,Charvarius Ward,DB,CB,ACT,A01
2026,1,REG,BUF,00-0034577,AlleKy00,3115293,Kyle Allen,QB,QB,ACT,A01
2026,1,REG,CIN,00-0034613,HudsTa00,3050481,Tanner Hudson,TE,TE,ACT,A01
2026,1,REG,ATL,00-0034639,FordMi01,3050916,Mike Ford,DB,CB,ACT,A01
2026,1,REG,JAX,00-0034657,DickMa00,3134316,Matt Dickerson,DL,DT,ACT,A01
2026,1,REG,NYG,00-0034668,,,Aaron Stinnie,OL,G,ACT,A01
2026,1,REG,NYG,00-0034673,EdmuTr01,3929950,Tremaine Edmunds,LB,MLB,ACT,A01
2026,1,REG,ATL,00-0034675,BateJe00,3919512,Jessie Bates,DB,SS,ACT,A01
2026,1,REG,NE,00-0034720,SpilRo00,3129446,Robert Spillane,LB,ILB,ACT,A01
2026,1,REG,CLE,00-0034721,BojoCo00,4039396,Corey Bojorquez,P,P,ACT,A01
2026,1,REG,CIN,00-0034752,,,Orlando Brown,OL,T,ACT,A01
2026,1,REG,BAL,00-0034753,AndrMa00,3116365,Mark Andrews,TE,TE,ACT,A01
2026,1,REG,CIN,00-0034754,BurkOr00,3051746,Oren Burks,LB,ILB,ACT,A01
2026,1,REG,LV,00-0034759,,,Kolton Miller,OL,T,ACT,A01
2026,1,REG,NO,00-0034760,ShepNa00,4076951,Nathan Shepherd,DL,DT,ACT,A01
2026,1,REG,NYJ,00-0034768,,,Chukwuma Okorafor,OL,T,ACT,A01
2026,1,REG,PIT,00-0034771,RudoMa00,3116407,Mason Rudolph,QB,QB,ACT,A01
2026,1,REG,TB,00-0034773,VeaxVi00,3134362,Vita Vea,DL,NT,ACT,A01
2026,1,REG,SF,00-0034775,KirkCh01,3895856,Christian Kirk,WR,WR,RES,R48
2026,1,REG,NE,00-0034778,DaviCa02,3916923,Carlton Davis III,DB,CB,ACT,A01
2026,1,REG,MIA,00-0034779,HarrRo02,3859006,Ronnie Harrison,LB,OLB,ACT,A01
2026,1,REG,NYJ,00-0034782,PhilHa00,3117255,Harrison Phillips,DL,DT,ACT,A01
2026,1,REG,NYJ,00-0034789,FitzMi00,3925345,Minkah Fitzpatrick,DB,FS,ACT,A01
2026,1,REG,LAC,00-0034790,JameDe00,3691739,Derwin James,DB,SS,ACT,A01
2026,1,REG,NYJ,00-0034794,SandJa00,3124679,Jason Sanders,K,K,ACT,A01
2026,1,REG,BAL,00-0034796,JackLa00,3916387,Lamar Jackson,QB,QB,ACT,A01
2026,1,REG,BAL,00-0034798,SmytDu00,3052897,Durham Smythe,TE,TE,ACT,A01
2026,1,REG,CIN,00-0034800,HillB.00,3116748,B.J. Hill,DL,DT,ACT,A01
2026,1,REG,TEN,00-0034805,FranJo02,3120464,John Franklin-Myers,DL,DE,ACT,A01
2026,1,REG,PIT,00-0034810,JoseSe00,3047495,Sebastian Joseph-Day,DL,DE,ACT,A01
2026,1,REG,SF,00-0034815,WarnFr00,3138826,Fred Warner,LB,MLB,ACT,A01
2026,1,REG,IND,00-0034825,KeyxAr00,3843843,Arden Key,DL,DE,ACT,A01
2026,1,REG,BUF,00-0034827,MoorD.00,3915416,DJ Moore,WR,WR,ACT,A01
2026,1,REG,NE,00-0034828,LandHa00,3122793,Harold Landry III,LB,OLB,RES,R04
2026,1,REG,CIN,00-0034829,GesiMi00,3116164,Mike Gesicki,TE,TE,ACT,A01
2026,1,REG,BUF,00-0034832,ChubBr00,3116733,Bradley Chubb,LB,OLB,ACT,A01
2026,1,REG,HOU,00-0034836,,,Braden Smith,OL,T,ACT,A01
2026,1,REG,TEN,00-0034837,RidlCa00,3925357,Calvin Ridley,WR,WR,ACT,A01
2026,1,REG,ATL,00-0034843,HughMi00,3895841,Mike Hughes,DB,CB,ACT,A01
2026,1,REG,PHI,00-0034844,BarkSa00,3929630,Saquon Barkley,RB,RB,ACT,A01
2026,1,REG,DEN,00-0034847,,,Mike McGlinchey,OL,T,ACT,A01
2026,1,REG,TB,00-0034855,MayfBa00,3052587,Baker Mayfield,QB,QB,ACT,A01
2026,1,REG,CLE,00-0034856,WardDe02,3915535,Denzel Ward,DB,CB,ACT,A01
2026,1,REG,BUF,00-0034857,AlleJo02,3918298,Josh Allen,QB,QB,ACT,A01
2026,1,REG,SEA,00-0034869,DarnSa00,3912547,Sam Darnold,QB,QB,ACT,A01
2026,1,REG,BAL,00-0034874,SmitRo07,3915189,Roquan Smith,LB,MLB,ACT,A01
2026,1,REG,PHI,00-0034951,,,Fred Johnson,OL,T,ACT,A01
2026,1,REG,NYJ,00-0034959,BeckAn01,3125107,Andrew Beck,RB,FB,ACT,A01
2026,1,REG,JAX,00-0034960,MeyeJa01,3916433,Jakobi Meyers,WR,WR,ACT,A01
2026,1,REG,DAL,00-0034967,GaryRa00,4046523,Rashan Gary,LB,OLB,ACT,A01
2026,1,REG,LV,00-0034973,CrosMa00,3916655,Maxx Crosby,DL,DE,ACT,A01
2026,1,REG,SEA,00-0034974,LoveJu00,4046675,Julian Love,DB,SS,ACT,A01
2026,1,REG,BAL,00-0034975,HillJu00,4038441,Justice Hill,RB,RB,ACT,A01
2026,1,REG,DEN,00-0034978,,,Ben Powers,OL,G,ACT,A01
2026,1,REG,HOU,00-0034981,MoreFo00,3843945,Foster Moreau,TE,TE,ACT,A01
2026,1,REG,SF,00-0034982,GreeDr00,3916903,Dre Greenlaw,LB,ILB,ACT,A01
2026,1,REG,HOU,00-0034987,SpeeEJ00,3071353,E.J. Speed,LB,OLB,RES,R04
2026,1,REG,TB,00-0034989,,,Justin Skule,OL,T,ACT,A01
