game_id,season,week,team,opponent,fh_trailing_plays,fh_trailing_pass,fh_trailing_rush,fh_close_plays,fh_close_pass,fh_close_rush,fh_leading_plays,fh_leading_pass,fh_leading_rush,sh_trailing_plays,sh_trailing_pass,sh_trailing_rush,sh_close_plays,sh_close_pass,sh_close_rush,sh_leading_plays,sh_leading_pass,sh_leading_rush
2025_02_JAX_CIN,2025,2,cin,jax,0,0,0,32,25,7,0,0,0,0,0,0,37,26,11,0,0,0
2025_02_JAX_CIN,2025,2,jax,cin,0,0,0,36,25,11,0,0,0,0,0,0,35,20,15,0,0,0
2025_02_LA_TEN,2025,2,lar,ten,0,0,0,26,17,9,0,0,0,0,0,0,23,16,7,10,3,7
2025_02_LA_TEN,2025,2,ten,lar,0,0,0,37,23,14,0,0,0,14,13,1,15,7,8,0,0,0
2025_02_LAC_LV,2025,2,lac,lv,0,0,0,24,18,6,4,1,3,0,0,0,0,0,0,28,14,14
2025_02_LAC_LV,2025,2,lv,lac,4,4,0,32,21,11,0,0,0,34,28,6,0,0,0,0,0,0
2025_02_NE_MIA,2025,2,mia,ne,8,4,4,10,7,3,0,0,0,0,0,0,39,31,8,0,0,0
2025_02_NE_MIA,2025,2,ne,mia,0,0,0,37,21,16,0,0,0,0,0,0,19,11,8,0,0,0
2025_02_NYG_DAL,2025,2,dal,nyg,10,8,2,22,17,5,0,0,0,0,0,0,57,37,20,0,0,0
2025_02_NYG_DAL,2025,2,nyg,dal,0,0,0,34,22,12,0,0,0,0,0,0,33,24,9,0,0,0
2025_02_PHI_KC,2025,2,kc,phi,0,0,0,28,18,10,0,0,0,11,11,0,21,12,9,0,0,0
2025_02_PHI_KC,2025,2,phi,kc,0,0,0,30,20,10,0,0,0,0,0,0,22,5,17,6,1,5
2025_02_SEA_PIT,2025,2,pit,sea,0,0,0,28,15,13,0,0,0,20,18,2,13,8,5,0,0,0
2025_02_SEA_PIT,2025,2,sea,pit,0,0,0,34,21,13,0,0,0,0,0,0,28,15,13,3,0,3
2025_02_SF_NO,2025,2,no,sf,16,9,7,15,10,5,0,0,0,25,12,13,15,13,2,0,0,0
2025_02_SF_NO,2025,2,sf,no,0,0,0,34,23,11,4,3,1,0,0,0,22,15,7,7,3,4
2025_02_TB_HOU,2025,2,hou,tb,0,0,0,23,16,7,0,0,0,0,0,0,24,15,9,0,0,0
2025_02_TB_HOU,2025,2,tb,hou,0,0,0,37,25,12,0,0,0,0,0,0,42,26,16,0,0,0
2025_02_WAS_GB,2025,2,gb,wsh,0,0,0,31,19,12,6,3,3,0,0,0,10,5,5,19,10,9
2025_02_WAS_GB,2025,2,wsh,gb,13,9,4,13,11,2,0,0,0,41,34,7,0,0,0,0,0,0
2025_03_ARI_SF,2025,3,ari,sf,0,0,0,36,24,12,0,0,0,0,0,0,30,17,13,0,0,0
2025_03_ARI_SF,2025,3,sf,ari,0,0,0,25,20,5,0,0,0,0,0,0,38,24,14,0,0,0
2025_03_ATL_CAR,2025,3,atl,car,9,6,3,23,16,7,0,0,0,34,23,11,0,0,0,0,0,0
2025_03_ATL_CAR,2025,3,car,atl,0,0,0,24,16,8,4,1,3,0,0,0,0,0,0,29,12,17
2025_03_CIN_MIN,2025,3,cin,min,25,16,9,8,4,4,0,0,0,23,14,9,0,0,0,0,0,0
2025_03_CIN_MIN,2025,3,min,cin,0,0,0,9,5,4,22,14,8,0,0,0,0,0,0,29,11,18
2025_03_DAL_CHI,2025,3,chi,dal,0,0,0,28,18,10,0,0,0,0,0,0,0,0,0,29,13,16
2025_03_DAL_CHI,2025,3,dal,chi,10,7,3,24,12,12,0,0,0,39,31,8,0,0,0,0,0,0
2025_03_DEN_LAC,2025,3,den,lac,7,7,0,17,11,6,0,0,0,0,0,0,27,17,10,0,0,0
2025_03_DEN_LAC,2025,3,lac,den,0,0,0,44,27,17,0,0,0,0,0,0,42,31,11,0,0,0
2025_03_DET_BAL,2025,3,bal,det,0,0,0,22,12,10,0,0,0,6,6,0,28,22,6,0,0,0
2025_03_DET_BAL,2025,3,det,bal,0,0,0,39,19,20,0,0,0,0,0,0,28,11,17,0,0,0
2025_03_GB_CLE,2025,3,cle,gb,0,0,0,29,20,9,0,0,0,28,19,9,8,6,2,0,0,0
2025_03_GB_CLE,2025,3,gb,cle,0,0,0,29,19,10,0,0,0,0,0,0,26,10,16,9,6,3
2025_03_HOU_JAX,2025,3,hou,jax,0,0,0,34,24,10,0,0,0,0,0,0,27,21,6,0,0,0
2025_03_HOU_JAX,2025,3,jax,hou,0,0,0,31,25,6,0,0,0,0,0,0,38,20,18,0,0,0
2025_03_IND_TEN,2025,3,ind,ten,0,0,0,19,12,7,11,7,4,0,0,0,0,0,0,24,10,14
2025_03_IND_TEN,2025,3,ten,ind,23,16,7,10,7,3,0,0,0,37,27,10,0,0,0,0,0,0
2025_03_KC_NYG,2025,3,kc,nyg,0,0,0,40,32,8,0,0,0,0,0,0,20,10,10,9,4,5
2025_03_KC_NYG,2025,3,nyg,kc,0,0,0,32,15,17,0,0,0,34,27,7,0,0,0,0,0,0
2025_03_LA_PHI,2025,3,lar,phi,0,0,0,34,16,18,4,2,2,0,0,0,23,14,9,5,3,2
2025_03_LA_PHI,2025,3,phi,lar,3,1,2,19,11,8,0,0,0,22,14,8,21,13,8,0,0,0
2025_03_LV_WAS,2025,3,lv,wsh,0,0,0,27,13,14,0,0,0,37,22,15,0,0,0,0,0,0
2025_03_LV_WAS,2025,3,wsh,lv,0,0,0,32,15,17,0,0,0,0,0,0,0,0,0,25,10,15
2025_03_MIA_BUF,2025,3,buf,mia,0,0,0,27,15,12,0,0,0,0,0,0,33,19,14,0,0,0
2025_03_MIA_BUF,2025,3,mia,buf,0,0,0,33,20,13,0,0,0,3,2,1,25,15,10,0,0,0
2025_03_NO_SEA,2025,3,no,sea,40,30,10,9,4,5,0,0,0,24,14,10,0,0,0,0,0,0
2025_03_NO_SEA,2025,3,sea,no,0,0,0,6,3,3,16,8,8,0,0,0,0,0,0,34,10,24
2025_03_NYJ_TB,2025,3,nyj,tb,0,0,0,35,24,11,0,0,0,32,26,6,0,0,0,0,0,0
2025_03_NYJ_TB,2025,3,tb,nyj,0,0,0,35,21,14,0,0,0,0,0,0,10,5,5,26,12,14
2025_03_PIT_NE,2025,3,ne,pit,10,8,2,28,20,8,0,0,0,0,0,0,36,22,14,0,0,0
2025_03_PIT_NE,2025,3,pit,ne,0,0,0,26,12,14,0,0,0,0,0,0,25,15,10,0,0,0
2025_04_BAL_KC,2025,4,bal,kc,7,7,0,24,18,6,0,0,0,23,16,7,0,0,0,0,0,0
2025_04_BAL_KC,2025,4,kc,bal,0,0,0,33,24,9,6,5,1,0,0,0,0,0,0,32,14,18
2025_04_CAR_NE,2025,4,car,ne,10,6,4,29,19,10,0,0,0,30,16,14,0,0,0,0,0,0
2025_04_CAR_NE,2025,4,ne,car,0,0,0,17,8,9,7,2,5,0,0,0,0,0,0,22,13,9
2025_04_CHI_LV,2025,4,chi,lv,0,0,0,36,24,12,0,0,0,0,0,0,30,19,11,0,0,0
2025_04_CHI_LV,2025,4,lv,chi,0,0,0,24,12,12,0,0,0,0,0,0,27,10,17,0,0,0
2025_04_CIN_DEN,2025,4,cin,den,6,5,1,24,15,9,0,0,0,17,13,4,0,0,0,0,0,0
2025_04_CIN_DEN,2025,4,den,cin,0,0,0,20,13,7,22,15,7,0,0,0,0,0,0,36,16,20
2025_04_CLE_DET,2025,4,cle,det,4,3,1,26,14,12,0,0,0,36,23,13,0,0,0,0,0,0
2025_04_CLE_DET,2025,4,det,cle,0,0,0,24,14,10,6,6,0,0,0,0,0,0,0,28,10,18
2025_04_GB_DAL,2025,4,dal,gb,16,9,7,9,5,4,0,0,0,0,0,0,44,28,16,0,0,0
2025_04_GB_DAL,2025,4,gb,dal,0,0,0,30,20,10,5,3,2,0,0,0,47,27,20,0,0,0
2025_04_IND_LA,2025,4,ind,lar,0,0,0,26,18,8,0,0,0,0,0,0,34,22,12,0,0,0
2025_04_IND_LA,2025,4,lar,ind,0,0,0,40,25,15,0,0,0,0,0,0,32,23,9,0,0,0
2025_04_JAX_SF,2025,4,jax,sf,0,0,0,32,18,14,3,3,0,0,0,0,22,10,12,6,2,4
2025_04_JAX_SF,2025,4,sf,jax,14,12,2,20,10,10,0,0,0,25,16,9,6,4,2,0,0,0
2025_04_LAC_NYG,2025,4,lac,nyg,19,16,3,18,15,3,0,0,0,3,2,1,22,15,7,0,0,0
2025_04_LAC_NYG,2025,4,nyg,lac,0,0,0,36,18,18,0,0,0,0,0,0,39,16,23,0,0,0
2025_04_MIN_PIT,2025,4,min,pit,18,14,4,16,10,6,0,0,0,19,15,4,21,17,4,0,0,0
2025_04_MIN_PIT,2025,4,pit,min,0,0,0,13,10,3,11,7,4,0,0,0,11,2,9,16,6,10
2025_04_NO_BUF,2025,4,buf,no,0,0,0,29,14,15,0,0,0,0,0,0,19,11,8,8,4,4
2025_04_NO_BUF,2025,4,no,buf,0,0,0,32,14,18,0,0,0,22,15,7,12,6,6,0,0,0
2025_04_NYJ_MIA,2025,4,mia,nyj,0,0,0,24,13,11,4,3,1,0,0,0,17,8,9,13,5,8
2025_04_NYJ_MIA,2025,4,nyj,mia,19,15,4,13,4,9,0,0,0,29,20,9,1,1,0,0,0,0
2025_04_PHI_TB,2025,4,phi,tb,0,0,0,8,7,1,20,13,7,0,0,0,10,4,6,20,7,13
2025_04_PHI_TB,2025,4,tb,phi,24,16,8,8,6,2,0,0,0,18,12,6,21,12,9,0,0,0
2025_04_SEA_ARI,2025,4,ari,sea,6,6,0,28,21,7,0,0,0,21,17,4,12,10,2,0,0,0
2025_04_SEA_ARI,2025,4,sea,ari,0,0,0,31,14,17,0,0,0,0,0,0,9,4,5,26,14,12
2025_04_TEN_HOU,2025,4,hou,ten,0,0,0,34,18,16,0,0,0,0,0,0,22,11,11,14,5,9
2025_04_TEN_HOU,2025,4,ten,hou,0,0,0,26,17,9,0,0,0,18,15,3,5,1,4,0,0,0
2025_04_WAS_ATL,2025,4,atl,wsh,0,0,0,37,19,18,0,0,0,0,0,0,22,8,14,3,2,1
2025_04_WAS_ATL,2025,4,wsh,atl,13,7,6,9,7,2,0,0,0,24,13,11,9,7,2,0,0,0
2025_05_DAL_NYJ,2025,5,dal,nyj,0,0,0,30,18,12,2,1,1,0,0,0,0,0,0,25,14,11
2025_05_DAL_NYJ,2025,5,nyj,dal,3,3,0,32,19,13,0,0,0,42,36,6,0,0,0,0,0,0
2025_05_DEN_PHI,2025,5,den,phi,0,0,0,33,22,11,0,0,0,23,12,11,17,11,6,0,0,0
2025_05_DEN_PHI,2025,5,phi,den,0,0,0,32,24,8,0,0,0,0,0,0,20,18,2,8,8,0
2025_05_DET_CIN,2025,5,cin,det,21,17,4,11,9,2,0,0,0,30,23,7,0,0,0,0,0,0
2025_05_DET_CIN,2025,5,det,cin,0,0,0,25,12,13,7,5,2,0,0,0,0,0,0,28,11,17
2025_05_HOU_BAL,2025,5,bal,hou,6,5,1,15,7,8,0,0,0,22,11,11,0,0,0,0,0,0
2025_05_HOU_BAL,2025,5,hou,bal,0,0,0,27,15,12,10,7,3,0,0,0,0,0,0,31,16,15
2025_05_KC_JAX,2025,5,jax,kc,14,9,5,19,11,8,0,0,0,0,0,0,25,19,6,0,0,0
2025_05_KC_JAX,2025,5,kc,jax,0,0,0,24,17,7,0,0,0,0,0,0,40,29,11,0,0,0
2025_05_LV_IND,2025,5,ind,lv,0,0,0,22,14,8,16,13,3,0,0,0,0,0,0,24,8,16
2025_05_LV_IND,2025,5,lv,ind,11,9,2,20,11,9,0,0,0,37,23,14,0,0,0,0,0,0
2025_05_MIA_CAR,2025,5,car,mia,24,13,11,6,4,2,0,0,0,0,0,0,37,21,16,0,0,0
2025_05_MIA_CAR,2025,5,mia,car,0,0,0,24,17,7,9,7,2,0,0,0,22,18,4,0,0,0
2025_05_MIN_CLE,2025,5,cle,min,0,0,0,38,23,15,0,0,0,0,0,0,31,12,19,0,0,0
2025_05_MIN_CLE,2025,5,min,cle,0,0,0,29,18,11,0,0,0,0,0,0,35,27,8,0,0,0
2025_05_NE_BUF,2025,5,buf,ne,0,0,0,30,16,14,0,0,0,9,6,3,29,21,8,0,0,0
2025_05_NE_BUF,2025,5,ne,buf,0,0,0,34,23,11,0,0,0,0,0,0,26,17,9,0,0,0
2025_05_NYG_NO,2025,5,no,nyg,11,6,5,33,21,12,0,0,0,0,0,0,9,6,3,12,2,10
2025_05_NYG_NO,2025,5,nyg,no,0,0,0,30,20,10,0,0,0,23,20,3,19,8,11,0,0,0
2025_05_SF_LA,2025,5,lar,sf,18,12,6,6,3,3,0,0,0,13,10,3,30,25,5,0,0,0
2025_05_SF_LA,2025,5,sf,lar,0,0,0,36,21,15,5,2,3,0,0,0,32,23,9,12,6,6
2025_05_TB_SEA,2025,5,sea,tb,10,9,1,18,11,7,0,0,0,0,0,0,32,19,13,0,0,0
2025_05_TB_SEA,2025,5,tb,sea,0,0,0,30,21,9,0,0,0,0,0,0,29,19,10,0,0,0
2025_05_TEN_ARI,2025,5,ari,ten,0,0,0,16,9,7,21,15,6,0,0,0,6,1,5,25,15,10
2025_05_TEN_ARI,2025,5,ten,ari,21,16,5,11,4,7,0,0,0,24,18,6,7,6,1,0,0,0
2025_05_WAS_LAC,2025,5,lac,wsh,0,0,0,23,12,11,10,6,4,27,19,8,5,4,1,0,0,0
2025_05_WAS_LAC,2025,5,wsh,lac,14,7,7,9,8,1,0,0,0,0,0,0,15,10,5,20,9,11
2025_06_ARI_IND,2025,6,ari,ind,0,0,0,37,23,14,0,0,0,0,0,0,36,27,9,0,0,0
2025_06_ARI_IND,2025,6,ind,ari,0,0,0,31,21,10,0,0,0,0,0,0,26,12,14,0,0,0
2025_06_BUF_ATL,2025,6,atl,buf,0,0,0,21,11,10,19,12,7,0,0,0,29,15,14,0,0,0
2025_06_BUF_ATL,2025,6,buf,atl,9,6,3,17,12,5,0,0,0,15,10,5,16,9,7,0,0,0
2025_06_CHI_WAS,2025,6,chi,wsh,0,0,0,33,20,13,0,0,0,0,0,0,29,17,12,0,0,0
2025_06_CHI_WAS,2025,6,wsh,chi,9,5,4,20,12,8,0,0,0,0,0,0,35,23,12,0,0,0
2025_06_CIN_GB,2025,6,cin,gb,10,8,2,11,6,5,0,0,0,41,32,9,0,0,0,0,0,0
2025_06_CIN_GB,2025,6,gb,cin,0,0,0,34,17,17,5,4,1,0,0,0,21,12,9,0,0,0
2025_06_CLE_PIT,2025,6,cle,pit,18,16,2,17,10,7,0,0,0,43,36,7,4,3,1,0,0,0
2025_06_CLE_PIT,2025,6,pit,cle,0,0,0,32,20,12,0,0,0,0,0,0,11,6,5,13,5,8
2025_06_DAL_CAR,2025,6,car,dal,0,0,0,28,14,14,0,0,0,0,0,0,36,15,21,0,0,0
2025_06_DAL_CAR,2025,6,dal,car,0,0,0,30,19,11,0,0,0,0,0,0,24,17,7,0,0,0
2025_06_DEN_NYJ,2025,6,den,nyj,0,0,0,34,24,10,0,0,0,0,0,0,24,12,12,0,0,0
2025_06_DEN_NYJ,2025,6,nyj,den,0,0,0,22,12,10,0,0,0,0,0,0,35,17,18,0,0,0
2025_06_DET_KC,2025,6,det,kc,0,0,0,32,14,18,0,0,0,22,18,4,0,0,0,0,0,0
2025_06_DET_KC,2025,6,kc,det,0,0,0,27,19,8,0,0,0,0,0,0,18,13,5,15,8,7
2025_06_LA_BAL,2025,6,bal,lar,0,0,0,38,13,25,0,0,0,37,26,11,2,2,0,0,0,0
2025_06_LA_BAL,2025,6,lar,bal,0,0,0,25,16,9,0,0,0,0,0,0,11,10,1,15,4,11
2025_06_LAC_MIA,2025,6,lac,mia,0,0,0,30,17,13,0,0,0,0,0,0,26,19,7,8,3,5
2025_06_LAC_MIA,2025,6,mia,lac,0,0,0,29,20,9,0,0,0,13,8,5,17,11,6,0,0,0
2025_06_NE_NO,2025,6,ne,no,0,0,0,27,16,11,0,0,0,0,0,0,30,18,12,3,1,2
2025_06_NE_NO,2025,6,no,ne,0,0,0,35,20,15,0,0,0,14,10,4,7,5,2,0,0,0
2025_06_PHI_NYG,2025,6,nyg,phi,0,0,0,28,17,11,0,0,0,0,0,0,13,6,7,25,12,13
2025_06_PHI_NYG,2025,6,phi,nyg,8,6,2,27,15,12,0,0,0,19,17,2,3,1,2,0,0,0
2025_06_SEA_JAX,2025,6,jax,sea,0,0,0,40,27,13,0,0,0,20,16,4,12,10,2,0,0,0
2025_06_SEA_JAX,2025,6,sea,jax,0,0,0,25,15,10,0,0,0,0,0,0,22,11,11,5,3,2
2025_06_SF_TB,2025,6,sf,tb,0,0,0,35,23,12,0,0,0,4,4,0,30,21,9,0,0,0
2025_06_SF_TB,2025,6,tb,sf,0,0,0,28,17,11,0,0,0,0,0,0,23,9,14,0,0,0
2025_06_TEN_LV,2025,6,lv,ten,0,0,0,25,13,12,3,2,1,0,0,0,0,0,0,30,14,16
2025_06_TEN_LV,2025,6,ten,lv,12,8,4,17,11,6,0,0,0,31,26,5,0,0,0,0,0,0
2025_07_ATL_SF,2025,7,atl,sf,0,0,0,34,26,8,0,0,0,14,10,4,17,11,6,0,0,0
2025_07_ATL_SF,2025,7,sf,atl,0,0,0,32,15,17,0,0,0,0,0,0,30,13,17,2,0,2
2025_07_CAR_NYJ,2025,7,car,nyj,0,0,0,34,20,14,0,0,0,0,0,0,18,9,9,17,8,9
2025_07_CAR_NYJ,2025,7,nyj,car,0,0,0,32,18,14,0,0,0,24,22,2,5,5,0,0,0,0
2025_07_GB_ARI,2025,7,ari,gb,0,0,0,38,24,14,0,0,0,0,0,0,38,27,11,0,0,0
2025_07_GB_ARI,2025,7,gb,ari,1,1,0,23,16,7,0,0,0,0,0,0,31,19,12,0,0,0
2025_07_HOU_SEA,2025,7,hou,sea,23,20,3,8,4,4,0,0,0,38,34,4,6,2,4,0,0,0
2025_07_HOU_SEA,2025,7,sea,hou,0,0,0,19,9,10,15,9,6,0,0,0,20,11,9,16,9,7
2025_07_IND_LAC,2025,7,ind,lac,0,0,0,22,12,10,19,15,4,0,0,0,0,0,0,14,8,6
2025_07_IND_LAC,2025,7,lac,ind,18,15,3,9,6,3,0,0,0,49,42,7,0,0,0,0,0,0
2025_07_LA_JAX,2025,7,jax,lar,26,18,8,7,5,2,0,0,0,44,36,8,0,0,0,0,0,0
2025_07_LA_JAX,2025,7,lar,jax,0,0,0,21,16,5,11,7,4,0,0,0,0,0,0,34,19,15
2025_07_LV_KC,2025,7,kc,lv,0,0,0,29,19,10,17,14,3,0,0,0,0,0,0,32,11,21
2025_07_LV_KC,2025,7,lv,kc,5,1,4,12,10,2,0,0,0,18,12,6,0,0,0,0,0,0
2025_07_MIA_CLE,2025,7,cle,mia,0,0,0,31,13,18,3,1,2,0,0,0,0,0,0,22,12,10
2025_07_MIA_CLE,2025,7,mia,cle,14,10,4,11,5,6,0,0,0,33,22,11,0,0,0,0,0,0
2025_07_NE_TEN,2025,7,ne,ten,0,0,0,28,17,11,0,0,0,0,0,0,12,8,4,22,11,11
2025_07_NE_TEN,2025,7,ten,ne,0,0,0,28,17,11,0,0,0,25,23,2,0,0,0,0,0,0
2025_07_NO_CHI,2025,7,chi,no,0,0,0,25,11,14,13,7,6,0,0,0,7,2,5,21,8,13
2025_07_NO_CHI,2025,7,no,chi,13,10,3,19,12,7,0,0,0,24,17,7,0,0,0,0,0,0
2025_07_NYG_DEN,2025,7,den,nyg,16,11,5,19,11,8,0,0,0,35,26,9,8,7,1,0,0,0
2025_07_NYG_DEN,2025,7,nyg,den,0,0,0,29,19,10,8,4,4,0,0,0,11,8,3,28,12,16
2025_07_PHI_MIN,2025,7,min,phi,10,7,3,20,13,7,0,0,0,24,20,4,15,8,7,0,0,0
2025_07_PHI_MIN,2025,7,phi,min,0,0,0,23,12,11,3,2,1,0,0,0,23,12,11,0,0,0
2025_07_PIT_CIN,2025,7,cin,pit,10,7,3,24,18,6,0,0,0,0,0,0,39,27,12,0,0,0
2025_07_PIT_CIN,2025,7,pit,cin,0,0,0,32,20,12,0,0,0,17,11,6,8,6,2,0,0,0
2025_07_TB_DET,2025,7,det,tb,0,0,0,30,18,12,12,8,4,0,0,0,7,3,4,19,8,11
2025_07_TB_DET,2025,7,tb,det,7,6,1,17,13,4,0,0,0,43,37,6,0,0,0,0,0,0
2025_07_WAS_DAL,2025,7,dal,wsh,0,0,0,16,11,5,21,14,7,0,0,0,0,0,0,28,13,15
2025_07_WAS_DAL,2025,7,wsh,dal,24,18,6,13,7,6,0,0,0,28,17,11,0,0,0,0,0,0
2025_08_BUF_CAR,2025,8,buf,car,0,0,0,25,12,13,6,3,3,0,0,0,0,0,0,32,11,21
2025_08_BUF_CAR,2025,8,car,buf,17,11,6,19,9,10,0,0,0,25,14,11,0,0,0,0,0,0
2025_08_CHI_BAL,2025,8,bal,chi,0,0,0,28,16,12,0,0,0,0,0,0,33,11,22,1,0,1
2025_08_CHI_BAL,2025,8,chi,bal,0,0,0,31,21,10,0,0,0,27,18,9,5,3,2,0,0,0
2025_08_CLE_NE,2025,8,cle,ne,0,0,0,20,12,8,0,0,0,30,25,5,3,2,1,0,0,0
2025_08_CLE_NE,2025,8,ne,cle,0,0,0,35,22,13,0,0,0,0,0,0,7,3,4,23,12,11
2025_08_DAL_DEN,2025,8,dal,den,27,16,11,10,6,4,0,0,0,37,24,13,0,0,0,0,0,0
2025_08_DAL_DEN,2025,8,den,dal,0,0,0,21,11,10,10,8,2,0,0,0,0,0,0,29,14,15
2025_08_GB_PIT,2025,8,gb,pit,4,4,0,21,14,7,0,0,0,9,5,4,14,8,6,14,6,8
2025_08_GB_PIT,2025,8,pit,gb,0,0,0,35,20,15,0,0,0,15,13,2,9,8,1,3,3,0
2025_08_MIA_ATL,2025,8,atl,mia,0,0,0,17,9,8,0,0,0,32,24,8,0,0,0,0,0,0
2025_08_MIA_ATL,2025,8,mia,atl,0,0,0,37,20,17,0,0,0,0,0,0,0,0,0,32,11,21
2025_08_MIN_LAC,2025,8,lac,min,0,0,0,23,12,11,15,13,2,0,0,0,0,0,0,34,10,24
2025_08_MIN_LAC,2025,8,min,lac,16,13,3,9,6,3,0,0,0,24,18,6,0,0,0,0,0,0
